label,n_cells,same_label_edge_ratio,same_label_edge_ratio_weighted,is_minority_q25
0,842,0.526603325415677,0.859585165977478,False
1,70,0.5485714285714286,0.9143466353416443,True
2,334,0.5580838323353293,0.9211737513542175,False
3,1015,0.4463054187192118,0.7161709070205688,False
4,443,0.4618510158013544,0.7472086548805237,False
5,400,0.439,0.711717963218689,False
6,314,0.532484076433121,0.8693521022796631,False
7,305,0.499672131147541,0.8148999810218811,False
8,224,0.5973214285714286,0.9483979940414429,True
9,239,0.5815899581589958,0.9344934225082397,True
