neighbor_backend,neighbor_k,effective_neighbor_count,edge_keep_rate,neighbor_similarity_mean,neighbor_similarity_std,mutual_ratio,snn_mean,snn_std,consensus_mean,consensus_std,fallback_rate,fallback_cell_rate,hubness_mean,hubness_max,hubness_p95,knn_pca_dim,consensus_threshold,same_label_edge_ratio,same_label_edge_ratio_weighted,minority_class_neighbor_purity
multi_metric_consensus_threshold_0.4,5,4.813520431518555,1.0,0.9557780027389526,0.043036848306655884,0.3341140215716487,0.1549956053495407,0.14230132102966309,0.5714514851570129,0.1885042041540146,0.06807395993836672,0.2648690292758089,5.0,66.0,16.0,50,0.4,0.9521417565485362,0.9527187943458557,0.9004046122233073
