neighbor_backend,neighbor_k,effective_neighbor_count,edge_keep_rate,neighbor_similarity_mean,neighbor_similarity_std,mutual_ratio,snn_mean,snn_std,consensus_mean,consensus_std,fallback_rate,fallback_cell_rate,hubness_mean,hubness_max,hubness_p95,knn_pca_dim,bad_edge_ratio_requested,bad_edge_ratio_observed,label_leakage_diagnostic,same_label_edge_ratio,same_label_edge_ratio_weighted,minority_class_neighbor_purity,dataset,seed,method,pseudo_branch_activation_rate,edge_keep_rate_observed,effective_neighbor_count_sampled,perturbation_norm_mean,perturbation_norm_std,perturbation_norm_p95,alpha_mean_observed,beta_mean_observed,beta_mode,beta_fixed,beta_max,beta_target_mean,beta_std,beta_p,target_mode,noise_mode,oracle_neighbor
pca_cosine_knn_bad_edge_injected_0.4,5,3.2141242027282715,1.0,0.5070966482162476,0.5576948523521423,0.11633090441491642,0.020805886015295982,0.05275858938694,0.5995284914970398,0.48999395966529846,0.4004714959279897,0.921988855550793,5.0,37.0,12.0,50,0.4,0.4004714959279897,True,0.5354264894984998,0.8657663464546204,0.7935658991336823,Tosches,0,beta_control,1.0,1.0,3.949455537742229,1.3410585225870213,0.8040761773319293,2.7581511803385284,0.9499998688697815,0.05000000819563866,fixed,0.05,0.05,0.05,0.02,0.5,anchor,local_mix,none
