dataset,seed,acc__neg_degree_shuffle_graph,acc__neg_random_cell_graph,acc__neg_shuffled_gene_cell_graph,acc__pca_kmeans,acc__pca_spectral_kmeans,acc__rdg_always_on,acc__rdg_cell_only,acc__rdg_concat_kmeans,acc__rdg_gene_only,acc__safe_rdg_heuristic,ari__neg_degree_shuffle_graph,ari__neg_random_cell_graph,ari__neg_shuffled_gene_cell_graph,ari__pca_kmeans,ari__pca_spectral_kmeans,ari__rdg_always_on,ari__rdg_cell_only,ari__rdg_concat_kmeans,ari__rdg_gene_only,ari__safe_rdg_heuristic,cell_spectral_gap__neg_degree_shuffle_graph,cell_spectral_gap__neg_random_cell_graph,cell_spectral_gap__neg_shuffled_gene_cell_graph,cell_spectral_gap__pca_kmeans,cell_spectral_gap__pca_spectral_kmeans,cell_spectral_gap__rdg_always_on,cell_spectral_gap__rdg_cell_only,cell_spectral_gap__rdg_concat_kmeans,cell_spectral_gap__rdg_gene_only,cell_spectral_gap__safe_rdg_heuristic,gene_module_entropy__neg_degree_shuffle_graph,gene_module_entropy__neg_random_cell_graph,gene_module_entropy__neg_shuffled_gene_cell_graph,gene_module_entropy__pca_kmeans,gene_module_entropy__pca_spectral_kmeans,gene_module_entropy__rdg_always_on,gene_module_entropy__rdg_cell_only,gene_module_entropy__rdg_concat_kmeans,gene_module_entropy__rdg_gene_only,gene_module_entropy__safe_rdg_heuristic,hubness__neg_degree_shuffle_graph,hubness__neg_random_cell_graph,hubness__neg_shuffled_gene_cell_graph,hubness__pca_kmeans,hubness__pca_spectral_kmeans,hubness__rdg_always_on,hubness__rdg_cell_only,hubness__rdg_concat_kmeans,hubness__rdg_gene_only,hubness__safe_rdg_heuristic,nmi__neg_degree_shuffle_graph,nmi__neg_random_cell_graph,nmi__neg_shuffled_gene_cell_graph,nmi__pca_kmeans,nmi__pca_spectral_kmeans,nmi__rdg_always_on,nmi__rdg_cell_only,nmi__rdg_concat_kmeans,nmi__rdg_gene_only,nmi__safe_rdg_heuristic,q_cell__neg_degree_shuffle_graph,q_cell__neg_random_cell_graph,q_cell__neg_shuffled_gene_cell_graph,q_cell__pca_kmeans,q_cell__pca_spectral_kmeans,q_cell__rdg_always_on,q_cell__rdg_cell_only,q_cell__rdg_concat_kmeans,q_cell__rdg_gene_only,q_cell__safe_rdg_heuristic,q_gene__neg_degree_shuffle_graph,q_gene__neg_random_cell_graph,q_gene__neg_shuffled_gene_cell_graph,q_gene__pca_kmeans,q_gene__pca_spectral_kmeans,q_gene__rdg_always_on,q_gene__rdg_cell_only,q_gene__rdg_concat_kmeans,q_gene__rdg_gene_only,q_gene__safe_rdg_heuristic,q_total__neg_degree_shuffle_graph,q_total__neg_random_cell_graph,q_total__neg_shuffled_gene_cell_graph,q_total__pca_kmeans,q_total__pca_spectral_kmeans,q_total__rdg_always_on,q_total__rdg_cell_only,q_total__rdg_concat_kmeans,q_total__rdg_gene_only,q_total__safe_rdg_heuristic,delta_ari_always_vs_pca,delta_nmi_always_vs_pca,delta_acc_always_vs_pca
Pollen,42,0.4950166112956811,0.4883720930232558,0.27906976744186046,0.23255813953488372,0.5681063122923588,0.8538205980066446,0.5780730897009967,0.5182724252491694,0.760797342192691,0.8538205980066446,0.3151349266622802,0.29911222669951604,0.07412116750577673,0.03339391415030334,0.37214848666506173,0.8575113158003691,0.418724754857289,0.2520665541114987,0.731783729429319,0.8575113158003691,0.013294873489259729,0.013294873489259729,0.013294873489259729,0.013294873489259729,0.013294873489259729,0.013294873489259729,0.013294873489259729,0.013294873489259729,0.013294873489259729,0.013294873489259729,0.9665348082511943,0.9665348082511943,0.9665348082511943,0.9665348082511943,0.9665348082511943,0.9665348082511943,0.9665348082511943,0.9665348082511943,0.9665348082511943,0.9665348082511943,3.8720362739212257,3.8720362739212257,3.8720362739212257,3.8720362739212257,3.8720362739212257,3.8720362739212257,3.8720362739212257,3.8720362739212257,3.8720362739212257,3.8720362739212257,0.48378683187968796,0.45820081650322786,0.1587231818079713,0.11612458329724176,0.6136775820396204,0.8847025211321745,0.6519899290650873,0.5994011549459028,0.8445249764248406,0.8847025211321745,0.620019468855643,0.620019468855643,0.620019468855643,0.620019468855643,0.620019468855643,0.620019468855643,0.620019468855643,0.620019468855643,0.620019468855643,0.620019468855643,0.9291337020627985,0.9291337020627985,0.9291337020627985,0.9291337020627985,0.9291337020627985,0.9291337020627985,0.9291337020627985,0.9291337020627985,0.9291337020627985,0.9291337020627985,0.7745765854592208,0.7745765854592208,0.7745765854592208,0.7745765854592208,0.7745765854592208,0.7745765854592208,0.7745765854592208,0.7745765854592208,0.7745765854592208,0.7745765854592208,0.8241174016500658,0.7685779378349328,0.6212624584717609
worm_neuron_cell,42,0.3612040133779264,0.2998088867654085,0.20281892021022455,0.4151935021500239,0.2998088867654085,0.5513616817964644,0.3010033444816054,0.4237935977066412,0.5303392259913999,0.5520783564261825,0.04088010865552806,0.015060561460856442,0.017000608737356666,0.13605756307253275,0.015803941564437162,0.19074188772795064,0.016629498074685684,0.1285223539053606,0.18482463709689426,0.19211088215245387,0.0023036558170873578,0.0023036558170873578,0.0023036558170873578,0.0023036558170873578,0.0023036558170873578,0.0023036558170873578,0.0023036558170873578,0.0023036558170873578,0.0023036558170873578,0.0023036558170873578,0.9078459701970938,0.9078459701970938,0.9078459701970938,0.9078459701970938,0.9078459701970938,0.9078459701970938,0.9078459701970938,0.9078459701970938,0.9078459701970938,0.9078459701970938,5.798613886180551,5.798613886180551,5.798613886180551,5.798613886180551,5.798613886180551,5.798613886180551,5.798613886180551,5.798613886180551,5.798613886180551,5.798613886180551,0.19827345809016647,0.15921737055041785,0.0558505468658509,0.3546057939895417,0.16277841936213996,0.49204127892383653,0.16586521160942397,0.42482339629352195,0.48768344928732593,0.4936832472481683,0.6369182223105605,0.6369182223105605,0.6369182223105605,0.6369182223105605,0.6369182223105605,0.6369182223105605,0.6369182223105605,0.6369182223105605,0.6369182223105605,0.6369182223105605,0.9144614925492734,0.9144614925492734,0.9144614925492734,0.9144614925492734,0.9144614925492734,0.9144614925492734,0.9144614925492734,0.9144614925492734,0.9144614925492734,0.9144614925492734,0.7756898574299169,0.7756898574299169,0.7756898574299169,0.7756898574299169,0.7756898574299169,0.7756898574299169,0.7756898574299169,0.7756898574299169,0.7756898574299169,0.7756898574299169,0.05468432465541789,0.13743548493429486,0.1361681796464405
