dataset,seed,variant,source_variant,graph_enabled,prob_graph_gain,ari,nmi,acc,q_total
Pollen,42,safe_rdg_calibrated_logistic_explore,pca_kmeans,False,0.0,0.03339391415030334,0.11612458329724176,0.23255813953488372,0.7745765854592208
worm_neuron_cell,42,safe_rdg_calibrated_logistic_explore,pca_kmeans,False,0.0,0.13605756307253275,0.3546057939895417,0.4151935021500239,0.7756898574299169
