dataset,seed,variant,ari,nmi,acc,f1_macro,q_cell,q_gene,q_total,graph_enabled,negative_control,pca_ari,pca_nmi,pca_acc,delta_ari_vs_pca,regret_vs_pca,negative_transfer,win_vs_pca,tie_vs_pca,loss_vs_pca,rank_ari_desc,oracle_ari,oracle_source_variant,oracle_gain_vs_pca,oracle_gap
Pollen,42,pca_kmeans,0.03339391415030334,0.11612458329724176,0.23255813953488372,0.10369728430532277,0.620019468855643,0.9291337020627985,0.7745765854592208,False,,0.03339391415030334,0.11612458329724176,0.23255813953488372,0.0,0.0,False,False,True,False,11.0,0.8575113158003691,rdg_always_on,0.8241174016500658,0.8241174016500658
Pollen,42,pca_spectral_kmeans,0.37214848666506173,0.6136775820396204,0.5681063122923588,0.5117115762033383,0.620019468855643,0.9291337020627985,0.7745765854592208,False,,0.03339391415030334,0.11612458329724176,0.23255813953488372,0.3387545725147584,0.0,False,True,False,False,6.0,0.8575113158003691,rdg_always_on,0.8241174016500658,0.48536282913530737
Pollen,42,rdg_cell_only,0.418724754857289,0.6519899290650873,0.5780730897009967,0.5271686588353782,0.620019468855643,0.9291337020627985,0.7745765854592208,True,,0.03339391415030334,0.11612458329724176,0.23255813953488372,0.38533084070698564,0.0,False,True,False,False,5.0,0.8575113158003691,rdg_always_on,0.8241174016500658,0.4387865609430801
Pollen,42,rdg_gene_only,0.731783729429319,0.8445249764248406,0.760797342192691,0.6869777167976756,0.620019468855643,0.9291337020627985,0.7745765854592208,True,,0.03339391415030334,0.11612458329724176,0.23255813953488372,0.6983898152790157,0.0,False,True,False,False,4.0,0.8575113158003691,rdg_always_on,0.8241174016500658,0.12572758637105008
Pollen,42,rdg_concat_kmeans,0.2520665541114987,0.5994011549459028,0.5182724252491694,0.32429688506191234,0.620019468855643,0.9291337020627985,0.7745765854592208,False,,0.03339391415030334,0.11612458329724176,0.23255813953488372,0.21867263996119535,0.0,False,True,False,False,9.0,0.8575113158003691,rdg_always_on,0.8241174016500658,0.6054447616888704
Pollen,42,rdg_always_on,0.8575113158003691,0.8847025211321745,0.8538205980066446,0.720804313920913,0.620019468855643,0.9291337020627985,0.7745765854592208,True,,0.03339391415030334,0.11612458329724176,0.23255813953488372,0.8241174016500658,0.0,False,True,False,False,2.0,0.8575113158003691,rdg_always_on,0.8241174016500658,0.0
Pollen,42,safe_rdg_heuristic,0.8575113158003691,0.8847025211321745,0.8538205980066446,0.720804313920913,0.620019468855643,0.9291337020627985,0.7745765854592208,True,,0.03339391415030334,0.11612458329724176,0.23255813953488372,0.8241174016500658,0.0,False,True,False,False,2.0,0.8575113158003691,rdg_always_on,0.8241174016500658,0.0
Pollen,42,neg_random_cell_graph,0.29911222669951604,0.45820081650322786,0.4883720930232558,0.4142743927131278,0.620019468855643,0.9291337020627985,0.7745765854592208,True,random_cell_graph,0.03339391415030334,0.11612458329724176,0.23255813953488372,0.2657183125492127,0.0,False,True,False,False,8.0,0.8575113158003691,rdg_always_on,0.8241174016500658,0.558399089100853
Pollen,42,neg_degree_shuffle_graph,0.3151349266622802,0.48378683187968796,0.4950166112956811,0.44426023940989373,0.620019468855643,0.9291337020627985,0.7745765854592208,True,degree_preserving_shuffled_cell_graph,0.03339391415030334,0.11612458329724176,0.23255813953488372,0.28174101251197686,0.0,False,True,False,False,7.0,0.8575113158003691,rdg_always_on,0.8241174016500658,0.5423763891380888
Pollen,42,neg_shuffled_gene_cell_graph,0.07412116750577673,0.1587231818079713,0.27906976744186046,0.24588884303985675,0.620019468855643,0.9291337020627985,0.7745765854592208,True,shuffled_gene_module_cell_graph,0.03339391415030334,0.11612458329724176,0.23255813953488372,0.040727253355473385,0.0,False,True,False,False,10.0,0.8575113158003691,rdg_always_on,0.8241174016500658,0.7833901482945924
worm_neuron_cell,42,pca_kmeans,0.13605756307253275,0.3546057939895417,0.4151935021500239,0.365662540405626,0.6369182223105605,0.9144614925492734,0.7756898574299169,False,,0.13605756307253275,0.3546057939895417,0.4151935021500239,0.0,0.0,False,False,True,False,5.0,0.19074188772795064,rdg_always_on,0.05468432465541789,0.05468432465541789
worm_neuron_cell,42,pca_spectral_kmeans,0.015803941564437162,0.16277841936213996,0.2998088867654085,0.21306091457796955,0.6369182223105605,0.9144614925492734,0.7756898574299169,False,,0.13605756307253275,0.3546057939895417,0.4151935021500239,-0.12025362150809558,0.12025362150809558,True,False,False,True,11.0,0.19074188772795064,rdg_always_on,0.05468432465541789,0.1749379461635135
worm_neuron_cell,42,rdg_cell_only,0.016629498074685684,0.16586521160942397,0.3010033444816054,0.21586788895407336,0.6369182223105605,0.9144614925492734,0.7756898574299169,True,,0.13605756307253275,0.3546057939895417,0.4151935021500239,-0.11942806499784707,0.11942806499784707,True,False,False,True,10.0,0.19074188772795064,rdg_always_on,0.05468432465541789,0.17411238965326495
worm_neuron_cell,42,rdg_gene_only,0.18482463709689426,0.48768344928732593,0.5303392259913999,0.48456222494202095,0.6369182223105605,0.9144614925492734,0.7756898574299169,True,,0.13605756307253275,0.3546057939895417,0.4151935021500239,0.048767074024361506,0.0,False,True,False,False,4.0,0.19074188772795064,rdg_always_on,0.05468432465541789,0.005917250631056387
worm_neuron_cell,42,rdg_concat_kmeans,0.1285223539053606,0.42482339629352195,0.4237935977066412,0.3917381927858833,0.6369182223105605,0.9144614925492734,0.7756898574299169,False,,0.13605756307253275,0.3546057939895417,0.4151935021500239,-0.007535209167172152,0.007535209167172152,True,False,False,True,7.0,0.19074188772795064,rdg_always_on,0.05468432465541789,0.062219533822590045
worm_neuron_cell,42,rdg_always_on,0.19074188772795064,0.49204127892383653,0.5513616817964644,0.5456493601977871,0.6369182223105605,0.9144614925492734,0.7756898574299169,True,,0.13605756307253275,0.3546057939895417,0.4151935021500239,0.05468432465541789,0.0,False,True,False,False,2.0,0.19074188772795064,rdg_always_on,0.05468432465541789,0.0
worm_neuron_cell,42,safe_rdg_heuristic,0.19211088215245387,0.4936832472481683,0.5520783564261825,0.5443167886698792,0.6369182223105605,0.9144614925492734,0.7756898574299169,True,,0.13605756307253275,0.3546057939895417,0.4151935021500239,0.056053319079921116,0.0,False,True,False,False,1.0,0.19074188772795064,rdg_always_on,0.05468432465541789,-0.0013689944245032226
worm_neuron_cell,42,neg_random_cell_graph,0.015060561460856442,0.15921737055041785,0.2998088867654085,0.20401935641974117,0.6369182223105605,0.9144614925492734,0.7756898574299169,True,random_cell_graph,0.13605756307253275,0.3546057939895417,0.4151935021500239,-0.12099700161167631,0.12099700161167631,True,False,False,True,12.0,0.19074188772795064,rdg_always_on,0.05468432465541789,0.1756813262670942
worm_neuron_cell,42,neg_degree_shuffle_graph,0.04088010865552806,0.19827345809016647,0.3612040133779264,0.2313638305554925,0.6369182223105605,0.9144614925492734,0.7756898574299169,True,degree_preserving_shuffled_cell_graph,0.13605756307253275,0.3546057939895417,0.4151935021500239,-0.09517745441700469,0.09517745441700469,True,False,False,True,8.0,0.19074188772795064,rdg_always_on,0.05468432465541789,0.1498617790724226
