label,n_cells,precision,recall,f1,is_rare_lt_50
0,4426,0.90448032749602,0.8985539990962494,0.90150742377876,False
1,54,0.9642857142857143,1.0,0.9818181818181818,False
2,6285,0.9533932951757972,0.556563245823389,0.702833031946956,False
3,1868,0.9539367970005356,0.9534261241970021,0.9536813922356091,False
4,85,0.08633879781420765,0.9294117647058824,0.158,False
5,432,0.9832935560859188,0.9537037037037037,0.9682726204465335,False
6,252,0.0,0.0,0.0,False
7,67,0.953125,0.9104477611940298,0.9312977099236641,False
8,1624,0.986318407960199,0.4883004926108374,0.6532125205930808,False
9,63,0.0004154549231408392,0.015873015873015872,0.0008097165991902834,False
10,29400,0.9728399647151679,0.7127210884353742,0.8227095153026168,False
11,252,0.7925170068027211,0.9246031746031746,0.8534798534798534,False
