label,n_cells,precision,recall,f1,is_rare_lt_50
0,6514,0.988646288209607,0.5213386552041757,0.6826816765504071,False
1,472,0.7916666666666666,0.9661016949152542,0.8702290076335878,False
2,1218,0.6299076212471132,0.8957307060755336,0.7396610169491525,False
3,1064,0.23633998265394623,0.5122180451127819,0.32344213649851633,False
4,2703,0.5386398763523956,0.5157232704402516,0.5269325269325269,False
5,1694,0.0007846214201647705,0.0011806375442739079,0.0009427292010370022,False
6,826,0.9458483754512635,0.9515738498789347,0.9487024743512372,False
7,664,0.9171428571428571,0.9668674698795181,0.9413489736070382,False
8,36,0.0016611295681063123,0.027777777777777776,0.003134796238244514,True
9,36,0.0,0.0,0.0,True
10,589,0.9650582362728786,0.9847198641765704,0.9747899159663865,False
11,114,0.9655172413793104,0.9824561403508771,0.9739130434782609,False
12,717,0.9544715447154472,0.8186889818688982,0.8813813813813813,False
13,1862,0.9955481357818586,0.9607948442534908,0.977862804044821,False
14,155,0.9868421052631579,0.967741935483871,0.9771986970684039,False
