label,n_cells,same_label_edge_ratio,same_label_edge_ratio_weighted,is_minority_q25
0,842,0.8850356294536817,0.8849374055862427,False
1,70,0.92,0.9165759682655334,True
2,334,0.9383233532934132,0.936004638671875,False
3,1015,0.7466009852216748,0.7536802291870117,False
4,443,0.781038374717833,0.7779656648635864,False
5,400,0.7345,0.7291375994682312,False
6,314,0.8942675159235669,0.8966736197471619,False
7,305,0.8439344262295082,0.8420315384864807,False
8,224,0.9642857142857143,0.9635017514228821,True
9,239,0.9472803347280335,0.9454436898231506,True
