neighbor_backend,neighbor_k,effective_neighbor_count,edge_keep_rate,neighbor_similarity_mean,neighbor_similarity_std,mutual_ratio,snn_mean,snn_std,consensus_mean,consensus_std,fallback_rate,fallback_cell_rate,hubness_mean,hubness_max,hubness_p95,knn_pca_dim,bad_edge_ratio_requested,bad_edge_ratio_observed,same_label_edge_ratio,same_label_edge_ratio_weighted,minority_class_neighbor_purity
global_random_excluding_self,5,5.000000476837158,1.0,0.06946074217557907,0.3908553421497345,0.0009861325115562403,0.0003458311839494854,0.006189190316945314,0.0,0.0,0.0,0.0,5.0,14.0,9.0,50,0.0,0.0,0.1466255778120185,0.1466255486011505,0.02946636825799942
