neighbor_backend,neighbor_k,effective_neighbor_count,edge_keep_rate,neighbor_similarity_mean,neighbor_similarity_std,mutual_ratio,snn_mean,snn_std,consensus_mean,consensus_std,fallback_rate,fallback_cell_rate,hubness_mean,hubness_max,hubness_p95,knn_pca_dim,bad_edge_ratio_requested,bad_edge_ratio_observed,label_leakage_diagnostic,same_label_edge_ratio,same_label_edge_ratio_weighted,minority_class_neighbor_purity
pca_cosine_knn_bad_edge_injected_0.4,5,3.1305065155029297,1.0,0.4911143481731415,0.549199640750885,0.1070076772004999,0.02131136879324913,0.05388365313410759,0.6000937223434448,0.48987877368927,0.3999062667380825,0.9235181217639707,5.0,39.0,13.0,50,0.4,0.3999062667380825,True,0.5774326013211927,0.9441462159156799,0.9127428531646729
