neighbor_backend,neighbor_k,effective_neighbor_count,edge_keep_rate,neighbor_similarity_mean,neighbor_similarity_std,mutual_ratio,snn_mean,snn_std,consensus_mean,consensus_std,fallback_rate,fallback_cell_rate,hubness_mean,hubness_max,hubness_p95,knn_pca_dim,bad_edge_ratio_requested,bad_edge_ratio_observed,label_leakage_diagnostic,same_label_edge_ratio,same_label_edge_ratio_weighted,minority_class_neighbor_purity
pca_cosine_knn_bad_edge_injected_0.4,5,3.1340456008911133,1.0,0.4925215542316437,0.5489938855171204,0.1086859489376897,0.021574661135673523,0.05431138351559639,0.6014416813850403,0.4896014332771301,0.39855829316193536,0.9205275843599358,5.0,34.0,13.0,50,0.4,0.39855829316193536,True,0.5789457239778611,0.9448572397232056,0.9136718114217123
