neighbor_backend,neighbor_k,effective_neighbor_count,edge_keep_rate,neighbor_similarity_mean,neighbor_similarity_std,mutual_ratio,snn_mean,snn_std,consensus_mean,consensus_std,fallback_rate,fallback_cell_rate,hubness_mean,hubness_max,hubness_p95,knn_pca_dim,snn_zero_row_fallback_rate,bad_edge_ratio_requested,bad_edge_ratio_observed,same_label_edge_ratio,same_label_edge_ratio_weighted,minority_class_neighbor_purity
snn_jaccard_weighted_knn,5,4.276462554931641,0.9169435215946844,0.8187931776046753,0.2451605498790741,0.37209302325581395,0.24729737639427185,0.16402462124824524,0.24729737639427185,0.16402462124824524,0.006644518272425249,0.006644518272425249,5.0,33.0,15.0,50,0.006644518272425249,0.0,0.0,0.891029900332226,0.9005032777786255,0.8065457418560982
