label,n_cells,precision,recall,f1,is_rare_lt_50
0,6514,0.9876649454962708,0.5285538839422782,0.6886,False
1,472,0.7459807073954984,0.9830508474576272,0.8482632541133455,False
2,1218,0.5971802618328298,0.9737274220032841,0.7403245942571786,False
3,1064,0.0,0.0,0.0,False
4,2703,0.5690559440559441,0.9633740288568258,0.715482896002198,False
5,1694,0.0007990411506192569,0.0011806375442739079,0.0009530617107457708,False
6,826,0.9413145539906104,0.9709443099273608,0.9558998808104887,False
7,664,0.9384615384615385,0.5512048192771084,0.6944971537001897,False
8,36,0.0016722408026755853,0.027777777777777776,0.0031545741324921135,True
9,36,0.92,0.6388888888888888,0.7540983606557377,True
10,589,0.9634551495016611,0.9847198641765704,0.9739714525608733,False
11,114,0.9736842105263158,0.9736842105263158,0.9736842105263158,False
12,717,0.9607201309328969,0.8186889818688982,0.8840361445783133,False
13,1862,0.9956919763058697,0.9930182599355531,0.9943533207851573,False
14,155,0.974025974025974,0.967741935483871,0.970873786407767,False
