neighbor_backend,neighbor_k,effective_neighbor_count,edge_keep_rate,neighbor_similarity_mean,neighbor_similarity_std,mutual_ratio,snn_mean,snn_std,consensus_mean,consensus_std,fallback_rate,fallback_cell_rate,hubness_mean,hubness_max,hubness_p95,knn_pca_dim,bad_edge_ratio_requested,bad_edge_ratio_observed,same_label_edge_ratio,same_label_edge_ratio_weighted,minority_class_neighbor_purity
global_random_excluding_self,5,5.000000476837158,1.0,0.08280773460865021,0.3619174659252167,0.00010712372790573112,4.4138945668237284e-05,0.0022141316439956427,0.0,0.0,0.0,0.0,5.0,17.0,9.0,50,0.0,0.0,0.4639082306730941,0.4639081656932831,0.0009950246506681044
