label,n_cells,precision,recall,f1,is_rare_lt_50
0,1082,0.729064039408867,0.8207024029574861,0.7721739130434783,False
1,690,0.9228650137741047,0.9710144927536232,0.9463276836158192,False
2,354,0.0,0.0,0.0,False
3,948,0.8874045801526718,0.49050632911392406,0.6317934782608695,False
4,300,1.0,0.7566666666666667,0.8614800759013282,False
5,1524,0.3366268382352941,0.9612860892388452,0.49863852961198096,False
6,396,0.003048780487804878,0.0025252525252525255,0.0027624309392265192,False
7,1751,0.7298321602598808,0.7698458023986293,0.7493051695386326,False
8,854,0.9615384615384616,0.3805620608899297,0.5453020134228188,False
9,266,0.1917808219178082,0.8947368421052632,0.3158593231585932,False
10,1153,0.9905020352781547,0.6331309627059843,0.7724867724867724,False
11,2569,0.8624382207578254,0.40755157648890616,0.5535289452815226,False
12,478,0.0,0.0,0.0,False
13,344,1.0,0.40406976744186046,0.5755693581780539,False
14,805,0.8291666666666667,0.24720496894409938,0.38086124401913873,False
