dataset,seed,acc__neg_degree_shuffle_graph,acc__neg_random_cell_graph,acc__neg_shuffled_gene_cell_graph,acc__pca_kmeans,acc__pca_spectral_kmeans,acc__rdg_always_on,acc__rdg_cell_only,acc__rdg_concat_kmeans,acc__rdg_gene_only,acc__safe_rdg_heuristic,ari__neg_degree_shuffle_graph,ari__neg_random_cell_graph,ari__neg_shuffled_gene_cell_graph,ari__pca_kmeans,ari__pca_spectral_kmeans,ari__rdg_always_on,ari__rdg_cell_only,ari__rdg_concat_kmeans,ari__rdg_gene_only,ari__safe_rdg_heuristic,cell_spectral_gap__neg_degree_shuffle_graph,cell_spectral_gap__neg_random_cell_graph,cell_spectral_gap__neg_shuffled_gene_cell_graph,cell_spectral_gap__pca_kmeans,cell_spectral_gap__pca_spectral_kmeans,cell_spectral_gap__rdg_always_on,cell_spectral_gap__rdg_cell_only,cell_spectral_gap__rdg_concat_kmeans,cell_spectral_gap__rdg_gene_only,cell_spectral_gap__safe_rdg_heuristic,gene_module_entropy__neg_degree_shuffle_graph,gene_module_entropy__neg_random_cell_graph,gene_module_entropy__neg_shuffled_gene_cell_graph,gene_module_entropy__pca_kmeans,gene_module_entropy__pca_spectral_kmeans,gene_module_entropy__rdg_always_on,gene_module_entropy__rdg_cell_only,gene_module_entropy__rdg_concat_kmeans,gene_module_entropy__rdg_gene_only,gene_module_entropy__safe_rdg_heuristic,hubness__neg_degree_shuffle_graph,hubness__neg_random_cell_graph,hubness__neg_shuffled_gene_cell_graph,hubness__pca_kmeans,hubness__pca_spectral_kmeans,hubness__rdg_always_on,hubness__rdg_cell_only,hubness__rdg_concat_kmeans,hubness__rdg_gene_only,hubness__safe_rdg_heuristic,nmi__neg_degree_shuffle_graph,nmi__neg_random_cell_graph,nmi__neg_shuffled_gene_cell_graph,nmi__pca_kmeans,nmi__pca_spectral_kmeans,nmi__rdg_always_on,nmi__rdg_cell_only,nmi__rdg_concat_kmeans,nmi__rdg_gene_only,nmi__safe_rdg_heuristic,q_cell__neg_degree_shuffle_graph,q_cell__neg_random_cell_graph,q_cell__neg_shuffled_gene_cell_graph,q_cell__pca_kmeans,q_cell__pca_spectral_kmeans,q_cell__rdg_always_on,q_cell__rdg_cell_only,q_cell__rdg_concat_kmeans,q_cell__rdg_gene_only,q_cell__safe_rdg_heuristic,q_gene__neg_degree_shuffle_graph,q_gene__neg_random_cell_graph,q_gene__neg_shuffled_gene_cell_graph,q_gene__pca_kmeans,q_gene__pca_spectral_kmeans,q_gene__rdg_always_on,q_gene__rdg_cell_only,q_gene__rdg_concat_kmeans,q_gene__rdg_gene_only,q_gene__safe_rdg_heuristic,q_total__neg_degree_shuffle_graph,q_total__neg_random_cell_graph,q_total__neg_shuffled_gene_cell_graph,q_total__pca_kmeans,q_total__pca_spectral_kmeans,q_total__rdg_always_on,q_total__rdg_cell_only,q_total__rdg_concat_kmeans,q_total__rdg_gene_only,q_total__safe_rdg_heuristic,delta_ari_always_vs_pca,delta_nmi_always_vs_pca,delta_acc_always_vs_pca
Limb_Muscle,42,0.8301355845484779,0.750575594781274,0.40956766436428754,0.655154771041187,0.7001790739319519,0.9073931951905858,0.7825530826298286,0.7979022767971348,0.9437196213865439,0.9429521616781785,0.7825081423423331,0.5479481204150214,0.10425441892577547,0.44747325960621226,0.4566647752823708,0.7405171494539577,0.5806700782002904,0.6637469481217955,0.8653544533250351,0.858230811995709,0.001216865401453937,0.001216865401453937,0.001216865401453937,0.001216865401453937,0.001216865401453937,0.001216865401453937,0.001216865401453937,0.001216865401453937,0.001216865401453937,0.001216865401453937,0.9423786197842913,0.9423786197842913,0.9423786197842913,0.9423786197842913,0.9423786197842913,0.9423786197842913,0.9423786197842913,0.9423786197842913,0.9423786197842913,0.9423786197842913,5.779620975479208,5.779620975479208,5.779620975479208,5.779620975479208,5.779620975479208,5.779620975479208,5.779620975479208,5.779620975479208,5.779620975479208,5.779620975479208,0.757838140960816,0.656492258717949,0.15147716730020955,0.5985589862723709,0.6199842126297733,0.8191764645784329,0.7014878941534128,0.7818722361453623,0.8771817298251048,0.8591298920622373,0.6230570398625715,0.6230570398625715,0.6230570398625715,0.6230570398625715,0.6230570398625715,0.6230570398625715,0.6230570398625715,0.6230570398625715,0.6230570398625715,0.6230570398625715,0.8730946399460354,0.8730946399460354,0.8730946399460354,0.8730946399460354,0.8730946399460354,0.8730946399460354,0.8730946399460354,0.8730946399460354,0.8730946399460354,0.8730946399460354,0.7480758399043035,0.7480758399043035,0.7480758399043035,0.7480758399043035,0.7480758399043035,0.7480758399043035,0.7480758399043035,0.7480758399043035,0.7480758399043035,0.7480758399043035,0.2930438898477455,0.22061747830606193,0.2522384241493988
Limb_Muscle,3047,0.7723202865182911,0.8529035558966488,0.4136607828089025,0.6508058326937836,0.7945766180608851,0.9626502941928882,0.8649270913277053,0.8526477359938603,0.9741621898183679,0.9112304937324124,0.6022726616878961,0.7858023023236052,0.10386965132389099,0.29726210330675723,0.6183698028434194,0.9178236736167543,0.7198064508171023,0.7765348148507132,0.9422452668898852,0.7389417562255153,0.0030293954355536945,0.0030293954355536945,0.0030293954355536945,0.0030293954355536945,0.0030293954355536945,0.0030293954355536945,0.0030293954355536945,0.0030293954355536945,0.0030293954355536945,0.0030293954355536945,0.9345826809760501,0.9345826809760501,0.9345826809760501,0.9345826809760501,0.9345826809760501,0.9345826809760501,0.9345826809760501,0.9345826809760501,0.9345826809760501,0.9345826809760501,5.626914586192337,5.626914586192337,5.626914586192337,5.626914586192337,5.626914586192337,5.626914586192337,5.626914586192337,5.626914586192337,5.626914586192337,5.626914586192337,0.6452555411572447,0.7484852428423933,0.13188992752817294,0.5648311658296551,0.7323092658698841,0.9139755268194685,0.7757719202163486,0.8273150268007786,0.9319478099439295,0.8394591828613862,0.6303831646888014,0.6303831646888014,0.6303831646888014,0.6303831646888014,0.6303831646888014,0.6303831646888014,0.6303831646888014,0.6303831646888014,0.6303831646888014,0.6303831646888014,0.8711456552439685,0.8711456552439685,0.8711456552439685,0.8711456552439685,0.8711456552439685,0.8711456552439685,0.8711456552439685,0.8711456552439685,0.8711456552439685,0.8711456552439685,0.7507644099663849,0.7507644099663849,0.7507644099663849,0.7507644099663849,0.7507644099663849,0.7507644099663849,0.7507644099663849,0.7507644099663849,0.7507644099663849,0.7507644099663849,0.6205615703099971,0.3491443609898134,0.3118444614991046
Limb_Muscle,3407,0.8636479918137631,0.8229726272704017,0.5418265541059094,0.8053210539779995,0.7400869787669481,0.9068815553850089,0.6293169608595549,0.8651829112304937,0.9710923509849066,0.9690457917625991,0.7551911135924412,0.6913109124226446,0.28368172676996545,0.7303812946952729,0.5158983495159487,0.8316440336294294,0.38216178804149625,0.773008356983435,0.9197775865308375,0.9150302680119387,0.002069713874098267,0.002069713874098267,0.002069713874098267,0.002069713874098267,0.002069713874098267,0.002069713874098267,0.002069713874098267,0.002069713874098267,0.002069713874098267,0.002069713874098267,0.9407467106843731,0.9407467106843731,0.9407467106843731,0.9407467106843731,0.9407467106843731,0.9407467106843731,0.9407467106843731,0.9407467106843731,0.9407467106843731,0.9407467106843731,5.480363570780452,5.480363570780452,5.480363570780452,5.480363570780452,5.480363570780452,5.480363570780452,5.480363570780452,5.480363570780452,5.480363570780452,5.480363570780452,0.7839118674224446,0.7012287960027392,0.28026283345773473,0.7652327544724675,0.6558019442042252,0.8840377522373788,0.6209628367403407,0.803865324136895,0.9144505659942017,0.9086767309352839,0.6289673700573255,0.6289673700573255,0.6289673700573255,0.6289673700573255,0.6289673700573255,0.6289673700573255,0.6289673700573255,0.6289673700573255,0.6289673700573255,0.6289673700573255,0.8726866626710557,0.8726866626710557,0.8726866626710557,0.8726866626710557,0.8726866626710557,0.8726866626710557,0.8726866626710557,0.8726866626710557,0.8726866626710557,0.8726866626710557,0.7508270163641906,0.7508270163641906,0.7508270163641906,0.7508270163641906,0.7508270163641906,0.7508270163641906,0.7508270163641906,0.7508270163641906,0.7508270163641906,0.7508270163641906,0.1012627389341565,0.11880499776491127,0.10156050140700945
Pollen,42,0.5016611295681063,0.48172757475083056,0.2026578073089701,0.23255813953488372,0.5681063122923588,0.8571428571428571,0.5946843853820598,0.6976744186046512,0.7840531561461794,0.8538205980066446,0.3140462772184468,0.30372050748114354,0.020206721352803148,0.03339391415030334,0.37214848666506173,0.8700415764190499,0.4208548220097715,0.5320846785609734,0.7820294641360407,0.869445960111,0.013593590547741452,0.013593590547741452,0.013593590547741452,0.013593590547741452,0.013593590547741452,0.013593590547741452,0.013593590547741452,0.013593590547741452,0.013593590547741452,0.013593590547741452,0.966790910760089,0.966790910760089,0.966790910760089,0.966790910760089,0.966790910760089,0.966790910760089,0.966790910760089,0.966790910760089,0.966790910760089,0.966790910760089,3.8720362739212257,3.8720362739212257,3.8720362739212257,3.8720362739212257,3.8720362739212257,3.8720362739212257,3.8720362739212257,3.8720362739212257,3.8720362739212257,3.8720362739212257,0.4659312352105017,0.4510096809630176,0.12174577380454714,0.11612458329724176,0.6136775820396204,0.8955787312019604,0.6390092191548234,0.6700616203903834,0.8730264110323216,0.8916353961596908,0.6205760639893365,0.6205760639893365,0.6205760639893365,0.6205760639893365,0.6205760639893365,0.6205760639893365,0.6205760639893365,0.6205760639893365,0.6205760639893365,0.6205760639893365,0.9291977276900223,0.9291977276900223,0.9291977276900223,0.9291977276900223,0.9291977276900223,0.9291977276900223,0.9291977276900223,0.9291977276900223,0.9291977276900223,0.9291977276900223,0.7748868958396794,0.7748868958396794,0.7748868958396794,0.7748868958396794,0.7748868958396794,0.7748868958396794,0.7748868958396794,0.7748868958396794,0.7748868958396794,0.7748868958396794,0.8366476622687465,0.7794541479047187,0.6245847176079734
Pollen,3047,0.5348837209302325,0.46179401993355484,0.24916943521594684,0.24584717607973422,0.584717607973422,0.7774086378737541,0.6578073089700996,0.5049833887043189,0.707641196013289,0.7774086378737541,0.3393646469878572,0.2943908836636719,0.06052357665848339,0.03276088462008422,0.39288211458102934,0.7753551137203126,0.48495761971845386,0.3013413423243721,0.6844584150705963,0.7744554983797035,0.0020185454199602715,0.0020185454199602715,0.0020185454199602715,0.0020185454199602715,0.0020185454199602715,0.0020185454199602715,0.0020185454199602715,0.0020185454199602715,0.0020185454199602715,0.0020185454199602715,0.9611629398931213,0.9611629398931213,0.9611629398931213,0.9611629398931213,0.9611629398931213,0.9611629398931213,0.9611629398931213,0.9611629398931213,0.9611629398931213,0.9611629398931213,3.5583823880027046,3.5583823880027046,3.5583823880027046,3.5583823880027046,3.5583823880027046,3.5583823880027046,3.5583823880027046,3.5583823880027046,3.5583823880027046,3.5583823880027046,0.4815556611382932,0.45475353348373815,0.16003288223019987,0.1007034894685966,0.6782692636105576,0.8652777043391131,0.7303040402007079,0.5232805498734987,0.8457608696450379,0.8670184666824602,0.5913879140126775,0.5913879140126775,0.5913879140126775,0.5913879140126775,0.5913879140126775,0.5913879140126775,0.5913879140126775,0.5913879140126775,0.5913879140126775,0.5913879140126775,0.9277907349732804,0.9277907349732804,0.9277907349732804,0.9277907349732804,0.9277907349732804,0.9277907349732804,0.9277907349732804,0.9277907349732804,0.9277907349732804,0.9277907349732804,0.759589324492979,0.759589324492979,0.759589324492979,0.759589324492979,0.759589324492979,0.759589324492979,0.759589324492979,0.759589324492979,0.759589324492979,0.759589324492979,0.7425942291002284,0.7645742148705165,0.5315614617940199
Pollen,3407,0.53156146179402,0.40863787375415284,0.27906976744186046,0.30564784053156147,0.6378737541528239,0.7906976744186046,0.5913621262458472,0.5813953488372093,0.7940199335548173,0.7940199335548173,0.35339342732239154,0.19994430950426043,0.05520112671719562,0.08347679009656467,0.4363714505357742,0.7564323599073581,0.3944280628975552,0.32512371666901285,0.7586615503816234,0.7586615503816234,0.0020965771416863177,0.0020965771416863177,0.0020965771416863177,0.0020965771416863177,0.0020965771416863177,0.0020965771416863177,0.0020965771416863177,0.0020965771416863177,0.0020965771416863177,0.0020965771416863177,0.9624527918838379,0.9624527918838379,0.9624527918838379,0.9624527918838379,0.9624527918838379,0.9624527918838379,0.9624527918838379,0.9624527918838379,0.9624527918838379,0.9624527918838379,3.8582545339733816,3.8582545339733816,3.8582545339733816,3.8582545339733816,3.8582545339733816,3.8582545339733816,3.8582545339733816,3.8582545339733816,3.8582545339733816,3.8582545339733816,0.4793459814369641,0.4313178364371432,0.16792924344313884,0.25426270888664476,0.6954235900553627,0.8711736477246441,0.6277051529949624,0.6136327298454557,0.8714075434011357,0.8714075434011356,0.5963035805008606,0.5963035805008606,0.5963035805008606,0.5963035805008606,0.5963035805008606,0.5963035805008606,0.5963035805008606,0.5963035805008606,0.5963035805008606,0.5963035805008606,0.9281131979709595,0.9281131979709595,0.9281131979709595,0.9281131979709595,0.9281131979709595,0.9281131979709595,0.9281131979709595,0.9281131979709595,0.9281131979709595,0.9281131979709595,0.76220838923591,0.76220838923591,0.76220838923591,0.76220838923591,0.76220838923591,0.76220838923591,0.76220838923591,0.76220838923591,0.76220838923591,0.76220838923591,0.6729555698107934,0.6169109388379994,0.48504983388704315
Wang,42,0.7803340687046959,0.7782330076688728,0.5678117449311902,0.9472633680008404,0.7807542809118605,0.9930664985817838,0.7807542809118605,0.9926462863746192,0.9926462863746192,0.7643660048324404,0.00412511166708589,-0.0026931789700783654,0.014436786596010382,0.7858779620945557,0.0062530450806438575,0.9694165426212082,0.0062530450806438575,0.9676033720584114,0.9675660264254676,-0.021049244670225384,0.003008928391957544,0.003008928391957544,0.003008928391957544,0.003008928391957544,0.003008928391957544,0.003008928391957544,0.003008928391957544,0.003008928391957544,0.003008928391957544,0.003008928391957544,0.9540690270797753,0.9540690270797753,0.9540690270797753,0.9540690270797753,0.9540690270797753,0.9540690270797753,0.9540690270797753,0.9540690270797753,0.9540690270797753,0.9540690270797753,8.356501977457773,8.356501977457773,8.356501977457773,8.356501977457773,8.356501977457773,8.356501977457773,8.356501977457773,8.356501977457773,8.356501977457773,8.356501977457773,0.0018578173975023194,0.001739261132567083,0.050769610477430706,0.6931907552992126,0.0034034344347013004,0.9240608670102626,0.0034034344347013004,0.9201502889444405,0.9203843501235588,0.012991931112408324,0.5483892106338722,0.5483892106338722,0.5483892106338722,0.5483892106338722,0.5483892106338722,0.5483892106338722,0.5483892106338722,0.5483892106338722,0.5483892106338722,0.5483892106338722,0.8485172446177791,0.8485172446177791,0.8485172446177791,0.8485172446177791,0.8485172446177791,0.8485172446177791,0.8485172446177791,0.8485172446177791,0.8485172446177791,0.8485172446177791,0.6984532276258257,0.6984532276258257,0.6984532276258257,0.6984532276258257,0.6984532276258257,0.6984532276258257,0.6984532276258257,0.6984532276258257,0.6984532276258257,0.6984532276258257,0.1835385805266525,0.23087011171104999,0.04580313058094332
Wang,3047,0.7807542809118605,0.7803340687046959,0.7343208320201702,0.9813005567811744,0.7807542809118605,0.7616346254858704,0.7807542809118605,0.9928563924782015,0.9927513394264104,0.7642609517806492,0.0062530450806438575,0.00412511166708589,0.21183671484527566,0.9192749834614486,0.0062530450806438575,-0.02328777151779158,0.0062530450806438575,0.9685119891459418,0.9680286243369501,-0.02117925742632497,0.0029262918667386506,0.0029262918667386506,0.0029262918667386506,0.0029262918667386506,0.0029262918667386506,0.0029262918667386506,0.0029262918667386506,0.0029262918667386506,0.0029262918667386506,0.0029262918667386506,0.9546699803000207,0.9546699803000207,0.9546699803000207,0.9546699803000207,0.9546699803000207,0.9546699803000207,0.9546699803000207,0.9546699803000207,0.9546699803000207,0.9546699803000207,8.414656930159998,8.414656930159998,8.414656930159998,8.414656930159998,8.414656930159998,8.414656930159998,8.414656930159998,8.414656930159998,8.414656930159998,8.414656930159998,0.0034034344347013004,0.0018578173975023194,0.17587454202620936,0.8390556876652767,0.0034034344347013004,0.011539246055237384,0.0034034344347013004,0.9220484883374889,0.9212965295185029,0.013070003109354552,0.5482262732985207,0.5482262732985207,0.5482262732985207,0.5482262732985207,0.5482262732985207,0.5482262732985207,0.5482262732985207,0.5482262732985207,0.5482262732985207,0.5482262732985207,0.8486674829234337,0.8486674829234337,0.8486674829234337,0.8486674829234337,0.8486674829234337,0.8486674829234337,0.8486674829234337,0.8486674829234337,0.8486674829234337,0.8486674829234337,0.6984468781109772,0.6984468781109772,0.6984468781109772,0.6984468781109772,0.6984468781109772,0.6984468781109772,0.6984468781109772,0.6984468781109772,0.6984468781109772,0.6984468781109772,-0.9425627549792402,-0.8275164416100393,-0.2196659312953041
Wang,3407,0.7782330076688728,0.9657527051160836,0.7989284588717303,0.9770984347095283,0.7807542809118605,0.9923311272192458,0.7807542809118605,0.9927513394264104,0.9926462863746192,0.7643660048324404,-0.0026931789700783654,0.8529698011914055,0.32751913080065503,0.9017862468606084,0.0062530450806438575,0.966183945674643,0.0062530450806438575,0.9680391658521181,0.9675606683291224,-0.021049244670225384,0.002095187214526728,0.002095187214526728,0.002095187214526728,0.002095187214526728,0.002095187214526728,0.002095187214526728,0.002095187214526728,0.002095187214526728,0.002095187214526728,0.002095187214526728,0.9544012219397876,0.9544012219397876,0.9544012219397876,0.9544012219397876,0.9544012219397876,0.9544012219397876,0.9544012219397876,0.9544012219397876,0.9544012219397876,0.9544012219397876,8.46524955955797,8.46524955955797,8.46524955955797,8.46524955955797,8.46524955955797,8.46524955955797,8.46524955955797,8.46524955955797,8.46524955955797,8.46524955955797,0.001739261132567083,0.7290288365684575,0.21020152334570585,0.8130162668208292,0.0034034344347013004,0.9175930143850526,0.0034034344347013004,0.9211810109472355,0.9204645035694329,0.012991931112408324,0.5479014673324039,0.5479014673324039,0.5479014673324039,0.5479014673324039,0.5479014673324039,0.5479014673324039,0.5479014673324039,0.5479014673324039,0.5479014673324039,0.5479014673324039,0.8486002933333743,0.8486002933333743,0.8486002933333743,0.8486002933333743,0.8486002933333743,0.8486002933333743,0.8486002933333743,0.8486002933333743,0.8486002933333743,0.8486002933333743,0.6982508803328891,0.6982508803328891,0.6982508803328891,0.6982508803328891,0.6982508803328891,0.6982508803328891,0.6982508803328891,0.6982508803328891,0.6982508803328891,0.6982508803328891,0.06439769881403468,0.10457674756422342,0.015232692509717483
worm_neuron_cell,42,0.3612040133779264,0.29335881509794554,0.2601528905876732,0.4151935021500239,0.2998088867654085,0.5076445293836598,0.3010033444816054,0.43788819875776397,0.5566172957477306,0.5492116579073101,0.0408500737558885,0.013938900427600128,0.024359453311154074,0.13605756307253275,0.015803941564437162,0.15526647465850382,0.01655590978358345,0.10711227158996825,0.19965519089788453,0.1876987669091956,0.003782712689961887,0.003782712689961887,0.003782712689961887,0.003782712689961887,0.003782712689961887,0.003782712689961887,0.003782712689961887,0.003782712689961887,0.003782712689961887,0.003782712689961887,0.8942365037320351,0.8942365037320351,0.8942365037320351,0.8942365037320351,0.8942365037320351,0.8942365037320351,0.8942365037320351,0.8942365037320351,0.8942365037320351,0.8942365037320351,5.798613886180551,5.798613886180551,5.798613886180551,5.798613886180551,5.798613886180551,5.798613886180551,5.798613886180551,5.798613886180551,5.798613886180551,5.798613886180551,0.19837954735578242,0.1541461923784164,0.07001386273915525,0.3546057939895417,0.16277841936213996,0.4534249208286463,0.16609515165843453,0.399535216049516,0.5053189762788829,0.4915607852925138,0.6408616273627267,0.6408616273627267,0.6408616273627267,0.6408616273627267,0.6408616273627267,0.6408616273627267,0.6408616273627267,0.6408616273627267,0.6408616273627267,0.6408616273627267,0.9485591259330087,0.9485591259330087,0.9485591259330087,0.9485591259330087,0.9485591259330087,0.9485591259330087,0.9485591259330087,0.9485591259330087,0.9485591259330087,0.9485591259330087,0.7947103766478677,0.7947103766478677,0.7947103766478677,0.7947103766478677,0.7947103766478677,0.7947103766478677,0.7947103766478677,0.7947103766478677,0.7947103766478677,0.7947103766478677,0.019208911585971072,0.09881912683910465,0.09245102723363591
