neighbor_backend,neighbor_k,effective_neighbor_count,edge_keep_rate,neighbor_similarity_mean,neighbor_similarity_std,mutual_ratio,snn_mean,snn_std,consensus_mean,consensus_std,fallback_rate,fallback_cell_rate,hubness_mean,hubness_max,hubness_p95,knn_pca_dim,bad_edge_ratio_requested,bad_edge_ratio_observed,label_leakage_diagnostic,same_label_edge_ratio,same_label_edge_ratio_weighted,minority_class_neighbor_purity
pca_cosine_knn_bad_edge_injected_0.2,5,4.093173980712891,1.0,0.7189735174179077,0.4467649459838867,0.20773681954564938,0.05152381211519241,0.08477596193552017,0.8006858229637146,0.3994847238063812,0.19931418774110587,0.6717209601371624,5.0,53.0,15.0,50,0.2,0.19931418774110587,True,0.7145306472353193,0.8853003978729248,0.807982474565506
