neighbor_backend,neighbor_k,effective_neighbor_count,edge_keep_rate,neighbor_similarity_mean,neighbor_similarity_std,mutual_ratio,snn_mean,snn_std,consensus_mean,consensus_std,fallback_rate,fallback_cell_rate,hubness_mean,hubness_max,hubness_p95,knn_pca_dim,snn_zero_row_fallback_rate,same_label_edge_ratio,same_label_edge_ratio_weighted,minority_class_neighbor_purity,dataset,seed,method,pseudo_branch_activation_rate,edge_keep_rate_observed,effective_neighbor_count_sampled,perturbation_norm_mean,perturbation_norm_std,perturbation_norm_p95,alpha_mean_observed,beta_mean_observed
snn_jaccard_weighted_knn,5,3.111138105392456,0.6523477950366006,0.9250876903533936,0.05518187955021858,0.29791108730583826,0.1052853986620903,0.1226002499461174,0.1052853986620903,0.1226002499461174,0.07579003749330476,0.07579003749330476,5.0,58.0,15.0,50,0.07579003749330476,0.962542403142296,0.9631838798522949,0.9199952085812887,Macosko,2,snn_neighbormix,1.0,1.0,3.904324701349329,2.7587832937240604,1.8505946965089866,4.816852446079254,0.8999998569488525,0.10000001639127731
