neighbor_backend,neighbor_k,effective_neighbor_count,edge_keep_rate,neighbor_similarity_mean,neighbor_similarity_std,mutual_ratio,snn_mean,snn_std,consensus_mean,consensus_std,fallback_rate,fallback_cell_rate,hubness_mean,hubness_max,hubness_p95,knn_pca_dim,snn_zero_row_fallback_rate,same_label_edge_ratio,same_label_edge_ratio_weighted,minority_class_neighbor_purity
snn_jaccard_weighted_knn,5,3.111138105392456,0.6523477950366006,0.9250876903533936,0.05518187955021858,0.29791108730583826,0.1052853986620903,0.1226002499461174,0.1052853986620903,0.1226002499461174,0.07579003749330476,0.07579003749330476,5.0,58.0,15.0,50,0.07579003749330476,0.962542403142296,0.9631838798522949,0.9199952085812887
