neighbor_backend,neighbor_k,effective_neighbor_count,edge_keep_rate,neighbor_similarity_mean,neighbor_similarity_std,mutual_ratio,snn_mean,snn_std,consensus_mean,consensus_std,fallback_rate,fallback_cell_rate,hubness_mean,hubness_max,hubness_p95,knn_pca_dim,fallback_slot_rate,same_label_edge_ratio,same_label_edge_ratio_weighted,minority_class_neighbor_purity
mutual_knn_with_topk_fallback,5,4.936015605926514,1.0,0.8006296753883362,0.1239117980003357,0.3220735785953177,0.18982569873332977,0.17071640491485596,0.3220735788345337,0.46727100014686584,0.6779264214046823,0.915910176779742,5.0,56.0,16.0,50,0.6779264214046823,0.8391304347826087,0.840212345123291,0.9505194028218588
