label,n_cells,precision,recall,f1,is_rare_lt_50
0,4426,0.0,0.0,0.0,False
1,54,0.0,0.0,0.0,False
2,6285,0.0,0.0,0.0,False
3,1868,0.0,0.0,0.0,False
4,85,0.0,0.0,0.0,False
5,432,0.0,0.0,0.0,False
6,252,0.0,0.0,0.0,False
7,67,0.0,0.0,0.0,False
8,1624,0.0,0.0,0.0,False
9,63,0.0,0.0,0.0,False
10,29400,0.6561328334226031,1.0,0.7923673997412678,False
11,252,0.0,0.0,0.0,False
