label,n_cells,same_label_edge_ratio,same_label_edge_ratio_weighted,is_minority_q25
0,842,0.534916864608076,0.8624975085258484,False
1,70,0.5257142857142857,0.8970192074775696,True
2,334,0.5700598802395209,0.9192219972610474,False
3,1015,0.44019704433497536,0.7039383053779602,False
4,443,0.47945823927765235,0.7651349306106567,False
5,400,0.4425,0.7121249437332153,False
6,314,0.5503184713375796,0.8758298754692078,False
7,305,0.5114754098360655,0.8211400508880615,False
8,224,0.5723214285714285,0.9361394643783569,True
9,239,0.5815899581589958,0.934933066368103,True
