neighbor_backend,neighbor_k,effective_neighbor_count,edge_keep_rate,neighbor_similarity_mean,neighbor_similarity_std,mutual_ratio,snn_mean,snn_std,consensus_mean,consensus_std,fallback_rate,fallback_cell_rate,hubness_mean,hubness_max,hubness_p95,knn_pca_dim,bad_edge_ratio_requested,bad_edge_ratio_observed,same_label_edge_ratio,same_label_edge_ratio_weighted,minority_class_neighbor_purity,dataset,seed,method,pseudo_branch_activation_rate,edge_keep_rate_observed,effective_neighbor_count_sampled,perturbation_norm_mean,perturbation_norm_std,perturbation_norm_p95,alpha_mean_observed,beta_mean_observed,beta_mode,beta_fixed,beta_max,beta_target_mean,beta_std,beta_p,target_mode,noise_mode,oracle_neighbor,label_leakage_diagnostic,stage,variant,run_dir,snn_zero_row_fallback_rate
snn_jaccard_weighted_knn,5,3.522455930709839,0.750939907550077,0.9558459520339966,0.0427838116884231,0.3326964560862866,0.1548590213060379,0.1423371285200119,0.1548590213060379,0.1423371285200119,0.0226502311248073,0.0226502311248073,5.0,66.0,16.0,50.0,0.0,0.0,0.9522650231124808,0.95425683259964,0.9046305020650228,Guo,2,snn_neighbormix,1.0,1.0,3.865545871257363,2.295260601401329,1.297670295417309,4.653007917881012,0.8999998569488525,0.1000000163912773,fixed,0.0999999999999999,0.0999999999999999,0.05,0.02,0.5,anchor,local_mix,none,False,full,snn_neighbormix,results/experiments/neighbormix_beta_mechanism_20260617/full/Guo/snn_neighbormix/seed2,0.0226502311248073
pca_cosine_knn,5,4.994472026824951,1.0,0.9560685753822328,0.0427916869521141,0.3333744221879815,0.1566529721021652,0.1447712332010269,1.0,0.0,0.0,0.0,5.0,78.0,15.0,50.0,0.0,0.0,0.9518335901386747,0.952261447906494,0.9076267679532368,Guo,0,truncated_normal_beta_mean0.05_std0.02,1.0,1.0,3.9969568250382537,1.090342603981495,0.7901968683302403,2.658918186068535,0.9499950680732728,0.050004931692034,truncated_normal,0.0999999999999999,0.1,0.05,0.02,0.5,anchor,local_mix,none,False,full,truncated_normal_beta_mean0.05_std0.02,results/experiments/neighbormix_beta_mechanism_20260617/full/Guo/truncated_normal_beta_mean0.05_std0.02/seed0,
pca_cosine_knn,5,4.994463920593262,1.0,0.9560303092002868,0.0429082550108432,0.3340523882896764,0.1553142964839935,0.1437475383281707,1.0,0.0,0.0,0.0,5.0,82.0,16.0,50.0,0.0,0.0,0.9514329738058552,0.9518691897392272,0.9027627110481262,Guo,1,truncated_normal_beta_mean0.05_std0.02,1.0,1.0,3.996965165492085,1.0903647680580617,0.7905067047774792,2.664107587099076,0.9500239998400212,0.0499759987276047,truncated_normal,0.0999999999999999,0.1,0.05,0.02,0.5,anchor,local_mix,none,False,full,truncated_normal_beta_mean0.05_std0.02,results/experiments/neighbormix_beta_mechanism_20260617/full/Guo/truncated_normal_beta_mean0.05_std0.02/seed1,
pca_cosine_knn,5,4.994489192962647,1.0,0.9558459520339966,0.0427838116884231,0.3326964560862866,0.1548590213060379,0.1423371285200119,1.0,0.0,0.0,0.0,5.0,66.0,16.0,50.0,0.0,0.0,0.9522650231124808,0.9526740908622742,0.9084535241127014,Guo,2,truncated_normal_beta_mean0.05_std0.02,1.0,1.0,3.9969642635896223,1.0891826332211494,0.7901562823653221,2.6642233523130416,0.9499986237883568,0.0500013751816004,truncated_normal,0.0999999999999999,0.1,0.05,0.02,0.5,anchor,local_mix,none,False,full,truncated_normal_beta_mean0.05_std0.02,results/experiments/neighbormix_beta_mechanism_20260617/full/Guo/truncated_normal_beta_mean0.05_std0.02/seed2,
pca_cosine_knn,5,4.992573261260986,1.0,0.9250876903533936,0.0551818795502185,0.2979110873058382,0.1052853986620903,0.1226002499461174,1.0,0.0,0.0,0.0,5.0,58.0,15.0,50.0,0.0,0.0,0.962542403142296,0.9627015590667723,0.9294465978940328,Macosko,0,fixed_beta_0.05,1.0,1.0,3.995776267974509,1.2958120351689204,0.8939607103743723,2.259760672552245,0.9499998688697816,0.0500000081956386,fixed,0.05,0.05,0.05,0.02,0.5,anchor,local_mix,none,False,full,fixed_beta_0.05,results/experiments/neighbormix_beta_mechanism_20260617/full/Macosko/fixed_beta_0.05/seed0,
pca_cosine_knn,5,4.992573261260986,1.0,0.9250876903533936,0.0551818795502185,0.2979110873058382,0.1052853986620903,0.1226002499461174,1.0,0.0,0.0,0.0,5.0,58.0,15.0,50.0,0.0,0.0,0.962542403142296,0.9627015590667723,0.9294465978940328,Macosko,1,fixed_beta_0.05,1.0,1.0,3.9957703436264023,1.2959167516316683,0.8943784043490887,2.258832668193749,0.9499998688697816,0.0500000081956386,fixed,0.05,0.05,0.05,0.02,0.5,anchor,local_mix,none,False,full,fixed_beta_0.05,results/experiments/neighbormix_beta_mechanism_20260617/full/Macosko/fixed_beta_0.05/seed1,
pca_cosine_knn,5,4.992573261260986,1.0,0.9250876903533936,0.0551818795502185,0.2979110873058382,0.1052853986620903,0.1226002499461174,1.0,0.0,0.0,0.0,5.0,58.0,15.0,50.0,0.0,0.0,0.962542403142296,0.9627015590667723,0.9294465978940328,Macosko,2,fixed_beta_0.05,1.0,1.0,3.995783358115047,1.295873421558312,0.8944145858692272,2.259192758721965,0.9499998688697816,0.0500000081956386,fixed,0.05,0.05,0.05,0.02,0.5,anchor,local_mix,none,False,full,fixed_beta_0.05,results/experiments/neighbormix_beta_mechanism_20260617/full/Macosko/fixed_beta_0.05/seed2,
pca_cosine_knn,5,4.992573261260986,1.0,0.9250876903533936,0.0551818795502185,0.2979110873058382,0.1052853986620903,0.1226002499461174,1.0,0.0,0.0,0.0,5.0,58.0,15.0,50.0,0.0,0.0,0.962542403142296,0.9627015590667723,0.9294465978940328,Macosko,0,fixed_beta_0.1,1.0,1.0,3.995776267974509,2.591624151825905,1.7879220939704354,4.519521295257976,0.8999998569488525,0.1000000163912773,fixed,0.1,0.1,0.05,0.02,0.5,anchor,local_mix,none,False,full,fixed_beta_0.1,results/experiments/neighbormix_beta_mechanism_20260617/full/Macosko/fixed_beta_0.1/seed0,
pca_cosine_knn,5,4.992573261260986,1.0,0.9250876903533936,0.0551818795502185,0.2979110873058382,0.1052853986620903,0.1226002499461174,1.0,0.0,0.0,0.0,5.0,58.0,15.0,50.0,0.0,0.0,0.962542403142296,0.9627015590667723,0.9294465978940328,Macosko,1,fixed_beta_0.1,1.0,1.0,3.9957703436264023,2.591833583968026,1.7887574798805377,4.51766527385371,0.8999998569488525,0.1000000163912773,fixed,0.1,0.1,0.05,0.02,0.5,anchor,local_mix,none,False,full,fixed_beta_0.1,results/experiments/neighbormix_beta_mechanism_20260617/full/Macosko/fixed_beta_0.1/seed1,
pca_cosine_knn,5,4.992573261260986,1.0,0.9250876903533936,0.0551818795502185,0.2979110873058382,0.1052853986620903,0.1226002499461174,1.0,0.0,0.0,0.0,5.0,58.0,15.0,50.0,0.0,0.0,0.962542403142296,0.9627015590667723,0.9294465978940328,Macosko,2,fixed_beta_0.1,1.0,1.0,3.995783358115047,2.5917469245365687,1.788829845441239,4.51838542505673,0.8999998569488525,0.1000000163912773,fixed,0.1,0.1,0.05,0.02,0.5,anchor,local_mix,none,False,full,fixed_beta_0.1,results/experiments/neighbormix_beta_mechanism_20260617/full/Macosko/fixed_beta_0.1/seed2,
