variant,mean_ari,mean_delta_ari,worst_delta_ari,mean_f1_macro,mean_delta_f1,mean_rank,n_runs
gaussian_noise_matched_anchor_target,0.660587458352561,0.07088560851989396,-0.277847647551949,0.6940828840112481,-0.010219787826528446,2.8333333333333335,18
anchor_target_local_mix,0.6605636256174932,0.0708617757848261,-0.15836918506746978,0.720492919300729,0.016190247462952508,2.0,18
mixed_target_local_mix,0.6481628439846594,0.05846099415199229,-0.1499649379621663,0.7144625218855738,0.010159850047797347,2.3333333333333335,18
global_random_mix_anchor_target,0.6170496988790086,0.02734784904634157,-0.18414216291807556,0.7042179668557483,-8.470498202823985e-05,2.8333333333333335,18
