dataset,method,seed,variant,ablation_method,neighbor_backend,pseudo_weight,pseudo_gate_p,edge_dropout_keep,alpha_mean,beta_mean,beta_mode,beta_fixed,beta_max,beta_target_mean,beta_std,beta_p,target_mode,noise_mode,bad_edge_ratio,oracle_neighbor,acc,nmi,ari,f1_macro,fmi,v_measure,homogeneity,completeness,n_pred_clusters,silhouette,protocol,cluster_method,uses_known_k,stage,run_dir,group,nomix_ari,nomix_f1_macro,delta_ari_vs_nomix,delta_f1_vs_nomix,ari_rank
Tosches,fixed_beta_0.1,1,fixed_beta_0.1,beta_control,pca_cosine_knn,0.3,1.0,1.0,0.8999998569488525,0.1000000163912773,fixed,0.1,0.1,0.05,0.02,0.5,anchor,local_mix,0.0,none,0.6280004286326618,0.7391664052241632,0.5239444078235469,0.6700781547673363,0.6037434347599933,0.7391664052241631,0.7815697989182155,0.7011273471975671,15,,fixed,kmeans_known_k,True,full,results/experiments/neighbormix_beta_mechanism_20260617/full/Tosches/fixed_beta_0.1/seed1,negative,0.5220412382701718,0.6391057283098266,0.0019031695533751058,0.03097242645750975,5.0
Tosches,fixed_beta_0.1,2,fixed_beta_0.1,beta_control,pca_cosine_knn,0.3,1.0,1.0,0.8999998569488525,0.1000000163912773,fixed,0.1,0.1,0.05,0.02,0.5,anchor,local_mix,0.0,none,0.6566116588084012,0.7616784845742699,0.5373847658265396,0.6781673481055032,0.6130062057136794,0.76167848457427,0.7805013479336604,0.7437421205352821,15,,fixed,kmeans_known_k,True,full,results/experiments/neighbormix_beta_mechanism_20260617/full/Tosches/fixed_beta_0.1/seed2,negative,0.5255762145236066,0.6595203145919436,0.011808551302933012,0.018647033513559563,4.0
Tosches,gaussian_noise_matched_anchor_target,0,gaussian_noise_matched_anchor_target,beta_control,pca_cosine_knn,0.3,1.0,1.0,0.949995918168376,0.0500040810050753,truncated_normal,0.0999999999999999,0.1,0.05,0.02,0.5,anchor,gaussian_matched,0.0,none,0.645145735105015,0.7490972131937707,0.5144203291976905,0.6332242859449715,0.5962828688875361,0.7490972131937709,0.7439257131992488,0.7543411172753769,15,,fixed,kmeans_known_k,True,full,results/experiments/neighbormix_beta_mechanism_20260617/full/Tosches/gaussian_noise_matched_anchor_target/seed0,negative,0.5278987630197263,0.7135889686074948,-0.01347843382203573,-0.08036468266252328,8.0
Tosches,gaussian_noise_matched_anchor_target,1,gaussian_noise_matched_anchor_target,beta_control,pca_cosine_knn,0.3,1.0,1.0,0.9500185816755724,0.0499814174920579,truncated_normal,0.0999999999999999,0.1,0.05,0.02,0.5,anchor,gaussian_matched,0.0,none,0.7775932276039434,0.7998859464899621,0.7487652795848513,0.6531834126261599,0.7951383536542402,0.799885946489962,0.7788708636016782,0.8220665115716672,15,,fixed,kmeans_known_k,True,full,results/experiments/neighbormix_beta_mechanism_20260617/full/Tosches/gaussian_noise_matched_anchor_target/seed1,negative,0.5220412382701718,0.6391057283098266,0.2267240413146795,0.014077684316333272,1.0
Tosches,gaussian_noise_matched_anchor_target,2,gaussian_noise_matched_anchor_target,beta_control,pca_cosine_knn,0.3,1.0,1.0,0.950007047317922,0.0499929519001549,truncated_normal,0.0999999999999999,0.1,0.05,0.02,0.5,anchor,gaussian_matched,0.0,none,0.6513073296185169,0.7615850338661753,0.5380828497103085,0.6947646558325048,0.6136598306721611,0.7615850338661754,0.7763671792660254,0.747355279312932,15,,fixed,kmeans_known_k,True,full,results/experiments/neighbormix_beta_mechanism_20260617/full/Tosches/gaussian_noise_matched_anchor_target/seed2,negative,0.5255762145236066,0.6595203145919436,0.01250663518670192,0.035244341240561194,3.0
Tosches,global_random_neighbor_control,0,global_random_neighbor_control,global_random_neighbor_control,global_random_excluding_self,0.3,1.0,1.0,0.8999998569488525,0.1000000163912773,fixed,0.0999999999999999,0.0999999999999999,0.05,0.02,0.5,anchor,local_mix,0.0,none,0.6189455636519503,0.7343119537471804,0.5210963077988654,0.6629296167260688,0.6005935058387395,0.7343119537471804,0.7737301957447412,0.6987153948029436,15,,fixed,kmeans_known_k,True,full,results/experiments/neighbormix_beta_mechanism_20260617/full/Tosches/global_random_neighbor_control/seed0,negative,0.5278987630197263,0.7135889686074948,-0.00680245522086087,-0.05065935188142601,7.0
Tosches,global_random_neighbor_control,1,global_random_neighbor_control,global_random_neighbor_control,global_random_excluding_self,0.3,1.0,1.0,0.8999998569488525,0.1000000163912773,fixed,0.0999999999999999,0.0999999999999999,0.05,0.02,0.5,anchor,local_mix,0.0,none,0.6071045863694814,0.7262547497957951,0.5138700507994542,0.65463641391459,0.5945662632755526,0.7262547497957951,0.7672119053439851,0.6894489251306426,15,,fixed,kmeans_known_k,True,full,results/experiments/neighbormix_beta_mechanism_20260617/full/Tosches/global_random_neighbor_control/seed1,negative,0.5220412382701718,0.6391057283098266,-0.008171187470717545,0.01553068560476345,8.0
Tosches,global_random_neighbor_control,2,global_random_neighbor_control,global_random_neighbor_control,global_random_excluding_self,0.3,1.0,1.0,0.8999998569488525,0.1000000163912773,fixed,0.0999999999999999,0.0999999999999999,0.05,0.02,0.5,anchor,local_mix,0.0,none,0.6200171453064723,0.7316880175044568,0.5215144273413265,0.6855850738118331,0.6013784673306375,0.7316880175044568,0.7731546698400777,0.6944429174634182,15,,fixed,kmeans_known_k,True,full,results/experiments/neighbormix_beta_mechanism_20260617/full/Tosches/global_random_neighbor_control/seed2,negative,0.5255762145236066,0.6595203145919436,-0.004061787182280119,0.02606475921988949,8.0
Tosches,nm_scmae_nomix,0,nm_scmae_nomix,nm_scmae_nomix,none,0.0,1.0,1.0,1.0,0.0,fixed,0.0999999999999999,0.0999999999999999,0.05,0.02,0.5,anchor,local_mix,0.0,none,0.6316438062580368,0.7397764555036311,0.5278987630197263,0.7135889686074948,0.6072563682712575,0.7397764555036312,0.781745584043096,0.7020840691989619,15,,fixed,kmeans_known_k,True,full,results/experiments/neighbormix_beta_mechanism_20260617/full/Tosches/nm_scmae_nomix/seed0,negative,0.5278987630197263,0.7135889686074948,0.0,0.0,6.0
Tosches,nm_scmae_nomix,1,nm_scmae_nomix,nm_scmae_nomix,none,0.0,1.0,1.0,1.0,0.0,fixed,0.0999999999999999,0.0999999999999999,0.05,0.02,0.5,anchor,local_mix,0.0,none,0.6111230175739392,0.7290809183971846,0.5220412382701718,0.6391057283098266,0.6020410916243718,0.7290809183971847,0.7735611726161564,0.6894378104411811,15,,fixed,kmeans_known_k,True,full,results/experiments/neighbormix_beta_mechanism_20260617/full/Tosches/nm_scmae_nomix/seed1,negative,0.5220412382701718,0.6391057283098266,0.0,0.0,6.0
Tosches,nm_scmae_nomix,2,nm_scmae_nomix,nm_scmae_nomix,none,0.0,1.0,1.0,1.0,0.0,fixed,0.0999999999999999,0.0999999999999999,0.05,0.02,0.5,anchor,local_mix,0.0,none,0.6326618088298328,0.7342337209407961,0.5255762145236066,0.6595203145919436,0.6051832994707944,0.7342337209407961,0.7763517472045054,0.6964504378621248,15,,fixed,kmeans_known_k,True,full,results/experiments/neighbormix_beta_mechanism_20260617/full/Tosches/nm_scmae_nomix/seed2,negative,0.5255762145236066,0.6595203145919436,0.0,0.0,7.0
Tosches,random_beta_uniform_0.1,0,random_beta_uniform_0.1,beta_control,pca_cosine_knn,0.3,1.0,1.0,0.9500035691385468,0.0499964313478105,uniform,0.0999999999999999,0.1,0.05,0.02,0.5,anchor,local_mix,0.0,none,0.672524646378054,0.771425359881691,0.550200140199793,0.6967238738538235,0.6241693639218251,0.7714253598816911,0.7842729381120225,0.7589919229587291,15,,fixed,kmeans_known_k,True,full,results/experiments/neighbormix_beta_mechanism_20260617/full/Tosches/random_beta_uniform_0.1/seed0,negative,0.5278987630197263,0.7135889686074948,0.02230137718006675,-0.01686509475367126,2.0
Tosches,random_beta_uniform_0.1,1,random_beta_uniform_0.1,beta_control,pca_cosine_knn,0.3,1.0,1.0,0.9500070058430234,0.0499929940366807,uniform,0.0999999999999999,0.1,0.05,0.02,0.5,anchor,local_mix,0.0,none,0.6268216888126875,0.7406748235864192,0.5283399566809455,0.7117287973173775,0.6073798143817299,0.7406748235864192,0.7810942282450176,0.704232780246053,15,,fixed,kmeans_known_k,True,full,results/experiments/neighbormix_beta_mechanism_20260617/full/Tosches/random_beta_uniform_0.1/seed1,negative,0.5220412382701718,0.6391057283098266,0.006298718410773674,0.07262306900755089,4.0
Tosches,random_beta_uniform_0.1,2,random_beta_uniform_0.1,beta_control,pca_cosine_knn,0.3,1.0,1.0,0.9500556997747884,0.0499443000997416,uniform,0.0999999999999999,0.1,0.05,0.02,0.5,anchor,local_mix,0.0,none,0.6470745820831547,0.7600094059673477,0.5411906133487621,0.6361913361415623,0.6163103443808743,0.7600094059673477,0.7783561988602303,0.7425076075402538,15,,fixed,kmeans_known_k,True,full,results/experiments/neighbormix_beta_mechanism_20260617/full/Tosches/random_beta_uniform_0.1/seed2,negative,0.5255762145236066,0.6595203145919436,0.015614398825155473,-0.023328978450381288,1.0
Tosches,snn_neighbormix,0,snn_neighbormix,snn_neighbormix,snn_jaccard_weighted_knn,0.3,1.0,1.0,0.8999998569488525,0.1000000163912773,fixed,0.0999999999999999,0.0999999999999999,0.05,0.02,0.5,anchor,local_mix,0.0,none,0.6662558936990999,0.7502091712431386,0.5399022330070197,0.6937512978418556,0.617318175981631,0.7502091712431384,0.7908370551808349,0.7135516891242001,15,,fixed,kmeans_known_k,True,full,results/experiments/neighbormix_beta_mechanism_20260617/full/Tosches/snn_neighbormix/seed0,negative,0.5278987630197263,0.7135889686074948,0.012003469987293403,-0.019837670765639137,4.0
Tosches,snn_neighbormix,1,snn_neighbormix,snn_neighbormix,snn_jaccard_weighted_knn,0.3,1.0,1.0,0.8999998569488525,0.1000000163912773,fixed,0.0999999999999999,0.0999999999999999,0.05,0.02,0.5,anchor,local_mix,0.0,none,0.6098906986712388,0.7357016319065235,0.5191165930121476,0.6454096632431475,0.5994597859705441,0.7357016319065235,0.7798484173512454,0.6962853076549959,15,,fixed,kmeans_known_k,True,full,results/experiments/neighbormix_beta_mechanism_20260617/full/Tosches/snn_neighbormix/seed1,negative,0.5220412382701718,0.6391057283098266,-0.002924645258024161,0.006303934933320932,7.0
Tosches,snn_neighbormix,2,snn_neighbormix,snn_neighbormix,snn_jaccard_weighted_knn,0.3,1.0,1.0,0.8999998569488525,0.1000000163912773,fixed,0.0999999999999999,0.0999999999999999,0.05,0.02,0.5,anchor,local_mix,0.0,none,0.6542541791684526,0.7602706171497823,0.5359264411340758,0.6527780371764359,0.6117698451436505,0.7602706171497822,0.7784438538642052,0.7429265530368121,15,,fixed,kmeans_known_k,True,full,results/experiments/neighbormix_beta_mechanism_20260617/full/Tosches/snn_neighbormix/seed2,negative,0.5255762145236066,0.6595203145919436,0.010350226610469249,-0.0067422774155077025,6.0
Tosches,truncated_normal_beta_mean0.05_std0.02,0,truncated_normal_beta_mean0.05_std0.02,beta_control,pca_cosine_knn,0.3,1.0,1.0,0.9499878038859204,0.0500121958062259,truncated_normal,0.0999999999999999,0.1,0.05,0.02,0.5,anchor,local_mix,0.0,none,0.6815795113587655,0.7544736002366558,0.5505166578362749,0.7384991455038422,0.6261004952328911,0.7544736002366557,0.7927598732925992,0.7197150222694986,15,,fixed,kmeans_known_k,True,full,results/experiments/neighbormix_beta_mechanism_20260617/full/Tosches/truncated_normal_beta_mean0.05_std0.02/seed0,negative,0.5278987630197263,0.7135889686074948,0.022617894816548634,0.024910176896347447,1.0
Tosches,truncated_normal_beta_mean0.05_std0.02,1,truncated_normal_beta_mean0.05_std0.02,beta_control,pca_cosine_knn,0.3,1.0,1.0,0.9500300768969788,0.0499699217176789,truncated_normal,0.0999999999999999,0.1,0.05,0.02,0.5,anchor,local_mix,0.0,none,0.6398949849978568,0.7599521117329502,0.5374675047649584,0.6631454297672721,0.6130752753372767,0.7599521117329503,0.779539936319551,0.7413245412904438,15,,fixed,kmeans_known_k,True,full,results/experiments/neighbormix_beta_mechanism_20260617/full/Tosches/truncated_normal_beta_mean0.05_std0.02/seed1,negative,0.5220412382701718,0.6391057283098266,0.015426266494786622,0.024039701457445495,2.0
Tosches,truncated_normal_beta_mean0.05_std0.02,2,truncated_normal_beta_mean0.05_std0.02,beta_control,pca_cosine_knn,0.3,1.0,1.0,0.9500118028682966,0.0499881962016742,truncated_normal,0.0999999999999999,0.1,0.05,0.02,0.5,anchor,local_mix,0.0,none,0.6494320617231033,0.7591059174775686,0.5406979034914068,0.638030783972509,0.6158839531745872,0.7591059174775686,0.7774267164185241,0.7416287320380219,15,,fixed,kmeans_known_k,True,full,results/experiments/neighbormix_beta_mechanism_20260617/full/Tosches/truncated_normal_beta_mean0.05_std0.02/seed2,negative,0.5255762145236066,0.6595203145919436,0.015121688967800195,-0.021489530619434594,2.0
Wang,fixed_beta_0.05,0,fixed_beta_0.05,beta_control,pca_cosine_knn,0.3,1.0,1.0,0.9499998688697816,0.0500000081956386,fixed,0.05,0.05,0.05,0.02,0.5,anchor,local_mix,0.0,none,0.9860279441117764,0.8770326676568423,0.9393971414737704,0.9800062648859146,0.9788684440920308,0.8770326676568423,0.8887904337869457,0.865581925769046,2,,fixed,kmeans_known_k,True,full,results/experiments/neighbormix_beta_mechanism_20260617/full/Wang/fixed_beta_0.05/seed0,optional,0.8396856828233105,0.9468036772518296,0.09971145865045994,0.03320258763408501,2.0
Wang,fixed_beta_0.05,1,fixed_beta_0.05,beta_control,pca_cosine_knn,0.3,1.0,1.0,0.9499998688697816,0.0500000081956386,fixed,0.05,0.05,0.05,0.02,0.5,anchor,local_mix,0.0,none,0.9853976258010296,0.8653633277203324,0.9365142827925064,0.9789719665156862,0.977974301561798,0.8653633277203323,0.8729900305619265,0.8578687291053049,2,,fixed,kmeans_known_k,True,full,results/experiments/neighbormix_beta_mechanism_20260617/full/Wang/fixed_beta_0.05/seed1,optional,0.939196511138032,0.9798661765420356,-0.0026822283455256724,-0.0008942100263493735,6.0
Wang,fixed_beta_0.05,2,fixed_beta_0.05,beta_control,pca_cosine_knn,0.3,1.0,1.0,0.9499998688697816,0.0500000081956386,fixed,0.05,0.05,0.05,0.02,0.5,anchor,local_mix,0.0,none,0.9841369891795356,0.8568155474440035,0.931176215802471,0.9771947029707831,0.976086567532464,0.8568155474440036,0.8654096542760746,0.8483904528645738,2,,fixed,kmeans_known_k,True,full,results/experiments/neighbormix_beta_mechanism_20260617/full/Wang/fixed_beta_0.05/seed2,optional,0.860707561707563,0.9536870347684144,0.07046865409490799,0.023507668202368714,6.5
Wang,fixed_beta_0.1,0,fixed_beta_0.1,beta_control,pca_cosine_knn,0.3,1.0,1.0,0.8999998569488525,0.1000000163912773,fixed,0.1,0.1,0.05,0.02,0.5,anchor,local_mix,0.0,none,0.985082466645656,0.8700923971639624,0.9353833901012776,0.978670893466344,0.9774514456947176,0.8700923971639623,0.8822774243942949,0.8582393567897225,2,,fixed,kmeans_known_k,True,full,results/experiments/neighbormix_beta_mechanism_20260617/full/Wang/fixed_beta_0.1/seed0,optional,0.8396856828233105,0.9468036772518296,0.09569770727796711,0.03186721621451438,4.0
Wang,fixed_beta_0.1,1,fixed_beta_0.1,beta_control,pca_cosine_knn,0.3,1.0,1.0,0.8999998569488525,0.1000000163912773,fixed,0.1,0.1,0.05,0.02,0.5,anchor,local_mix,0.0,none,0.9855026788528208,0.8658253039231752,0.9369492832764328,0.9791127639990476,0.9781347320759932,0.8658253039231754,0.8731389612807804,0.8586331513071364,2,,fixed,kmeans_known_k,True,full,results/experiments/neighbormix_beta_mechanism_20260617/full/Wang/fixed_beta_0.1/seed1,optional,0.939196511138032,0.9798661765420356,-0.0022472278615992547,-0.0007534125429879968,5.0
Wang,fixed_beta_0.1,2,fixed_beta_0.1,beta_control,pca_cosine_knn,0.3,1.0,1.0,0.8999998569488525,0.1000000163912773,fixed,0.1,0.1,0.05,0.02,0.5,anchor,local_mix,0.0,none,0.984347095283118,0.8581806829389279,0.9320625589203868,0.9774892553340832,0.9764015136120344,0.8581806829389279,0.8665800112249611,0.849942612667732,2,,fixed,kmeans_known_k,True,full,results/experiments/neighbormix_beta_mechanism_20260617/full/Wang/fixed_beta_0.1/seed2,optional,0.860707561707563,0.9536870347684144,0.07135499721282379,0.02380222056566872,5.0
Wang,gaussian_noise_matched_anchor_target,0,gaussian_noise_matched_anchor_target,beta_control,pca_cosine_knn,0.3,1.0,1.0,0.9499908317786616,0.0500091672711376,truncated_normal,0.0999999999999999,0.1,0.05,0.02,0.5,anchor,gaussian_matched,0.0,none,0.9637566971320516,0.76131748364094,0.8487642441132088,0.9498703741941404,0.945704188045306,0.7613174836409398,0.7900280120189548,0.7346205271154119,2,,fixed,kmeans_known_k,True,full,results/experiments/neighbormix_beta_mechanism_20260617/full/Wang/gaussian_noise_matched_anchor_target/seed0,optional,0.8396856828233105,0.9468036772518296,0.009078561289898368,0.003066696942310876,7.0
Wang,gaussian_noise_matched_anchor_target,1,gaussian_noise_matched_anchor_target,beta_control,pca_cosine_knn,0.3,1.0,1.0,0.9500054679005532,0.0499945310397526,truncated_normal,0.0999999999999999,0.1,0.05,0.02,0.5,anchor,gaussian_matched,0.0,none,0.9767832755541548,0.8122528343681352,0.9005354832237255,0.9669835874435871,0.9651074747674006,0.8122528343681352,0.826803724199447,0.7982052481173876,2,,fixed,kmeans_known_k,True,full,results/experiments/neighbormix_beta_mechanism_20260617/full/Wang/gaussian_noise_matched_anchor_target/seed1,optional,0.939196511138032,0.9798661765420356,-0.03866102791430659,-0.012882589098448416,8.0
Wang,gaussian_noise_matched_anchor_target,2,gaussian_noise_matched_anchor_target,beta_control,pca_cosine_knn,0.3,1.0,1.0,0.950011858686402,0.0499881405081297,truncated_normal,0.0999999999999999,0.1,0.05,0.02,0.5,anchor,gaussian_matched,0.0,none,0.9892845887173022,0.8917293677872071,0.9530148370442472,0.9844200219513604,0.9838416296904304,0.8917293677872071,0.89330056657347,0.8901636863626974,2,,fixed,kmeans_known_k,True,full,results/experiments/neighbormix_beta_mechanism_20260617/full/Wang/gaussian_noise_matched_anchor_target/seed2,optional,0.860707561707563,0.9536870347684144,0.09230727533668415,0.030732987182945926,2.0
Wang,global_random_neighbor_control,0,global_random_neighbor_control,global_random_neighbor_control,global_random_excluding_self,0.3,1.0,1.0,0.8999998569488525,0.1000000163912773,fixed,0.0999999999999999,0.0999999999999999,0.05,0.02,0.5,anchor,local_mix,0.0,none,0.9874986868368526,0.8832182311284965,0.94555891010387,0.9820156201812076,0.9810995612686976,0.8832182311284964,0.8916478474832651,0.8749465088100602,2,,fixed,kmeans_known_k,True,full,results/experiments/neighbormix_beta_mechanism_20260617/full/Wang/global_random_neighbor_control/seed0,optional,0.8396856828233105,0.9468036772518296,0.10587322728055959,0.035211942929378015,1.0
Wang,global_random_neighbor_control,1,global_random_neighbor_control,global_random_neighbor_control,global_random_excluding_self,0.3,1.0,1.0,0.8999998569488525,0.1000000163912773,fixed,0.0999999999999999,0.0999999999999999,0.05,0.02,0.5,anchor,local_mix,0.0,none,0.9793045487971426,0.8275532794392144,0.9109851263955454,0.9704824409416408,0.9688552150452946,0.8275532794392144,0.8406198824477805,0.8148866736593551,2,,fixed,kmeans_known_k,True,full,results/experiments/neighbormix_beta_mechanism_20260617/full/Wang/global_random_neighbor_control/seed1,optional,0.939196511138032,0.9798661765420356,-0.028211384742486634,-0.009383735600394738,7.0
Wang,global_random_neighbor_control,2,global_random_neighbor_control,global_random_neighbor_control,global_random_excluding_self,0.3,1.0,1.0,0.8999998569488525,0.1000000163912773,fixed,0.0999999999999999,0.0999999999999999,0.05,0.02,0.5,anchor,local_mix,0.0,none,0.9897048009244668,0.8957029349977728,0.9548748944399406,0.9850564861881002,0.9844563725717832,0.8957029349977726,0.8984018849101109,0.8930201527114043,2,,fixed,kmeans_known_k,True,full,results/experiments/neighbormix_beta_mechanism_20260617/full/Wang/global_random_neighbor_control/seed2,optional,0.860707561707563,0.9536870347684144,0.09416733273237754,0.03136945141968572,1.0
Wang,nm_scmae_nomix,0,nm_scmae_nomix,nm_scmae_nomix,none,0.0,1.0,1.0,1.0,0.0,fixed,0.0999999999999999,0.0999999999999999,0.05,0.02,0.5,anchor,local_mix,0.0,none,0.9614455299926464,0.7493814049279532,0.8396856828233105,0.9468036772518296,0.9423172744164044,0.7493814049279532,0.7789258765698724,0.7219962599862175,2,,fixed,kmeans_known_k,True,full,results/experiments/neighbormix_beta_mechanism_20260617/full/Wang/nm_scmae_nomix/seed0,optional,0.8396856828233105,0.9468036772518296,0.0,0.0,8.0
Wang,nm_scmae_nomix,1,nm_scmae_nomix,nm_scmae_nomix,none,0.0,1.0,1.0,1.0,0.0,fixed,0.0999999999999999,0.0999999999999999,0.05,0.02,0.5,anchor,local_mix,0.0,none,0.9860279441117764,0.869850201189799,0.939196511138032,0.9798661765420356,0.9789177083980396,0.869850201189799,0.8770915561087658,0.8627274378564411,2,,fixed,kmeans_known_k,True,full,results/experiments/neighbormix_beta_mechanism_20260617/full/Wang/nm_scmae_nomix/seed1,optional,0.939196511138032,0.9798661765420356,0.0,0.0,3.0
Wang,nm_scmae_nomix,2,nm_scmae_nomix,nm_scmae_nomix,none,0.0,1.0,1.0,1.0,0.0,fixed,0.0999999999999999,0.0999999999999999,0.05,0.02,0.5,anchor,local_mix,0.0,none,0.9669082886857864,0.7632031655325369,0.860707561707563,0.9536870347684144,0.950457130404954,0.7632031655325369,0.7856245592539743,0.7420260547496143,2,,fixed,kmeans_known_k,True,full,results/experiments/neighbormix_beta_mechanism_20260617/full/Wang/nm_scmae_nomix/seed2,optional,0.860707561707563,0.9536870347684144,0.0,0.0,8.0
Wang,random_beta_uniform_0.1,0,random_beta_uniform_0.1,beta_control,pca_cosine_knn,0.3,1.0,1.0,0.950015397812869,0.0499846026553092,uniform,0.0999999999999999,0.1,0.05,0.02,0.5,anchor,local_mix,0.0,none,0.984347095283118,0.8645964090356414,0.9322644670473432,0.9776305086507382,0.9763515506860116,0.8645964090356414,0.8770140692150268,0.8525254832468443,2,,fixed,kmeans_known_k,True,full,results/experiments/neighbormix_beta_mechanism_20260617/full/Wang/random_beta_uniform_0.1/seed0,optional,0.8396856828233105,0.9468036772518296,0.09257878422403276,0.030826831398908627,6.0
Wang,random_beta_uniform_0.1,1,random_beta_uniform_0.1,beta_control,pca_cosine_knn,0.3,1.0,1.0,0.9500022586535763,0.0499977415389809,uniform,0.0999999999999999,0.1,0.05,0.02,0.5,anchor,local_mix,0.0,none,0.98634310326715,0.8713224086518259,0.940506399775066,0.9802905870212304,0.9793990487989412,0.8713224086518258,0.8776153487348936,0.8651190731021471,2,,fixed,kmeans_known_k,True,full,results/experiments/neighbormix_beta_mechanism_20260617/full/Wang/random_beta_uniform_0.1/seed1,optional,0.939196511138032,0.9798661765420356,0.0013098886370339624,0.00042441047919483665,1.5
Wang,random_beta_uniform_0.1,2,random_beta_uniform_0.1,beta_control,pca_cosine_knn,0.3,1.0,1.0,0.9500358328625962,0.0499641675778941,uniform,0.0999999999999999,0.1,0.05,0.02,0.5,anchor,local_mix,0.0,none,0.9866582624225234,0.8733045554521839,0.9418375297963172,0.9807292214375152,0.9798750609754716,0.8733045554521839,0.8790750612408099,0.8676093141804349,2,,fixed,kmeans_known_k,True,full,results/experiments/neighbormix_beta_mechanism_20260617/full/Wang/random_beta_uniform_0.1/seed2,optional,0.860707561707563,0.9536870347684144,0.08112996808875417,0.027042186669100743,3.0
Wang,snn_neighbormix,0,snn_neighbormix,snn_neighbormix,snn_jaccard_weighted_knn,0.3,1.0,1.0,0.8999998569488525,0.1000000163912773,fixed,0.0999999999999999,0.0999999999999999,0.05,0.02,0.5,anchor,local_mix,0.0,none,0.9860279441117764,0.8761202698856023,0.9393782313050978,0.9799930552413624,0.97887254278378,0.8761202698856024,0.8874457479048007,0.8650802181209696,2,,fixed,kmeans_known_k,True,full,results/experiments/neighbormix_beta_mechanism_20260617/full/Wang/snn_neighbormix/seed0,optional,0.8396856828233105,0.9468036772518296,0.09969254848178732,0.03318937798953281,3.0
Wang,snn_neighbormix,1,snn_neighbormix,snn_neighbormix,snn_jaccard_weighted_knn,0.3,1.0,1.0,0.8999998569488525,0.1000000163912773,fixed,0.0999999999999999,0.0999999999999999,0.05,0.02,0.5,anchor,local_mix,0.0,none,0.985817838008194,0.867952238889851,0.9382855119195852,0.9795565627535564,0.9786077250912268,0.867952238889851,0.8749655001908536,0.861050512778183,2,,fixed,kmeans_known_k,True,full,results/experiments/neighbormix_beta_mechanism_20260617/full/Wang/snn_neighbormix/seed1,optional,0.939196511138032,0.9798661765420356,-0.0009109992184468396,-0.0003096137884791572,4.0
Wang,snn_neighbormix,2,snn_neighbormix,snn_neighbormix,snn_jaccard_weighted_knn,0.3,1.0,1.0,0.8999998569488525,0.1000000163912773,fixed,0.0999999999999999,0.0999999999999999,0.05,0.02,0.5,anchor,local_mix,0.0,none,0.9841369891795356,0.8568155474440035,0.931176215802471,0.9771947029707831,0.976086567532464,0.8568155474440036,0.8654096542760746,0.8483904528645738,2,,fixed,kmeans_known_k,True,full,results/experiments/neighbormix_beta_mechanism_20260617/full/Wang/snn_neighbormix/seed2,optional,0.860707561707563,0.9536870347684144,0.07046865409490799,0.023507668202368714,6.5
Wang,truncated_normal_beta_mean0.05_std0.02,0,truncated_normal_beta_mean0.05_std0.02,beta_control,pca_cosine_knn,0.3,1.0,1.0,0.949991640045836,0.0500083594293509,truncated_normal,0.0999999999999999,0.1,0.05,0.02,0.5,anchor,local_mix,0.0,none,0.9844521483349092,0.8652509987679194,0.9327066623882422,0.9777769827532684,0.9765092698256514,0.8652509987679194,0.87757483302413,0.8532684997588752,2,,fixed,kmeans_known_k,True,full,results/experiments/neighbormix_beta_mechanism_20260617/full/Wang/truncated_normal_beta_mean0.05_std0.02/seed0,optional,0.8396856828233105,0.9468036772518296,0.09302097956493172,0.03097330550143884,5.0
Wang,truncated_normal_beta_mean0.05_std0.02,1,truncated_normal_beta_mean0.05_std0.02,beta_control,pca_cosine_knn,0.3,1.0,1.0,0.9500212146422348,0.0499787839708497,truncated_normal,0.0999999999999999,0.1,0.05,0.02,0.5,anchor,local_mix,0.0,none,0.98634310326715,0.8713224086518259,0.940506399775066,0.9802905870212304,0.9793990487989412,0.8713224086518258,0.8776153487348936,0.8651190731021471,2,,fixed,kmeans_known_k,True,full,results/experiments/neighbormix_beta_mechanism_20260617/full/Wang/truncated_normal_beta_mean0.05_std0.02/seed1,optional,0.939196511138032,0.9798661765420356,0.0013098886370339624,0.00042441047919483665,1.5
Wang,truncated_normal_beta_mean0.05_std0.02,2,truncated_normal_beta_mean0.05_std0.02,beta_control,pca_cosine_knn,0.3,1.0,1.0,0.9500092406127904,0.0499907585767072,truncated_normal,0.0999999999999999,0.1,0.05,0.02,0.5,anchor,local_mix,0.0,none,0.9865532093707322,0.8725715739909169,0.9413904859505328,0.9805807516059027,0.9797172936030888,0.872571573990917,0.8784446009913365,0.8667765561696789,2,,fixed,kmeans_known_k,True,full,results/experiments/neighbormix_beta_mechanism_20260617/full/Wang/truncated_normal_beta_mean0.05_std0.02/seed2,optional,0.860707561707563,0.9536870347684144,0.08068292424296974,0.026893716837488313,4.0
worm_neuron_cell,fixed_beta_0.05,0,fixed_beta_0.05,beta_control,pca_cosine_knn,0.3,1.0,1.0,0.9499998688697816,0.0500000081956386,fixed,0.05,0.05,0.05,0.02,0.5,anchor,local_mix,0.0,none,0.7159579550883899,0.6431604095965684,0.513435442518769,0.6652614788857705,0.5890385117116929,0.6431604095965685,0.6362222936293815,0.6502515167079247,10,,fixed,kmeans_known_k,True,full,results/experiments/neighbormix_beta_mechanism_20260617/full/worm_neuron_cell/fixed_beta_0.05/seed0,negative,0.5149462244397406,0.7470473079960098,-0.0015107819209715379,-0.08178582911023935,3.0
