label,n_cells,same_label_edge_ratio,same_label_edge_ratio_weighted,is_minority_q25
0,22,0.11818181818181818,0.11818177998065948,False
1,17,0.03529411764705882,0.03529410809278488,True
2,37,0.12972972972972974,0.12972970306873322,False
3,26,0.06923076923076923,0.06923076510429382,False
4,7,0.02857142857142857,0.02857143059372902,True
5,17,0.09411764705882353,0.09411762654781342,True
6,54,0.16666666666666666,0.1666666567325592,False
7,42,0.14285714285714285,0.1428571194410324,False
8,40,0.12,0.11999998241662979,False
9,15,0.08,0.07999999821186066,True
10,24,0.075,0.07499998807907104,False
