neighbor_backend,neighbor_k,effective_neighbor_count,edge_keep_rate,neighbor_similarity_mean,neighbor_similarity_std,mutual_ratio,snn_mean,snn_std,consensus_mean,consensus_std,fallback_rate,fallback_cell_rate,hubness_mean,hubness_max,hubness_p95,knn_pca_dim,consensus_threshold,same_label_edge_ratio,same_label_edge_ratio_weighted,minority_class_neighbor_purity
multi_metric_consensus_threshold_0.4,5,4.795754909515381,1.0,0.892339825630188,0.0827399417757988,0.3265233769111456,0.17050638794898987,0.1594867706298828,0.5567471981048584,0.19593308866024017,0.08548637270108575,0.3161976512297806,5.0,71.0,16.0,50,0.4,0.871792599157988,0.8743487596511841,0.8482378125190735
