neighbor_backend,neighbor_k,effective_neighbor_count,edge_keep_rate,neighbor_similarity_mean,neighbor_similarity_std,mutual_ratio,snn_mean,snn_std,consensus_mean,consensus_std,fallback_rate,fallback_cell_rate,hubness_mean,hubness_max,hubness_p95,knn_pca_dim,consensus_threshold,same_label_edge_ratio,same_label_edge_ratio_weighted,minority_class_neighbor_purity,dataset,seed,method,pseudo_branch_activation_rate,edge_keep_rate_observed,effective_neighbor_count_sampled,perturbation_norm_mean,perturbation_norm_std,perturbation_norm_p95,alpha_mean_observed,beta_mean_observed
multi_metric_consensus_threshold_0.4,5,4.795754909515381,1.0,0.892339825630188,0.0827399417757988,0.3265233769111456,0.17050638794898987,0.1594867706298828,0.5567471981048584,0.19593308866024017,0.08548637270108575,0.3161976512297806,5.0,71.0,16.0,50,0.4,0.871792599157988,0.8743487596511841,0.8482378125190735,Melanoma_5K,1,consensus_neighbormix_threshold0.4,1.0,1.0,3.903159372472797,2.6306972870055367,1.4031382499372256,5.4528361702666555,0.8999998569488525,0.10000001639127731
