label,n_cells,precision,recall,f1,is_rare_lt_50
0,4426,0.971936148300721,0.8529145955716222,0.9085439229843562,False
1,54,0.00042607584149978694,0.018518518518518517,0.0008329862557267805,False
2,6285,0.946900269541779,0.5589498806682578,0.702951475737869,False
3,1868,0.9698795180722891,0.9480728051391863,0.9588521927449919,False
4,85,0.975609756097561,0.9411764705882353,0.9580838323353293,False
5,432,0.6345256609642301,0.9444444444444444,0.7590697674418605,False
6,252,0.0016944844531051428,0.07936507936507936,0.0033181252592285357,False
7,67,0.984375,0.9402985074626866,0.9618320610687023,False
8,1624,0.949079754601227,0.9525862068965517,0.9508297480024586,False
9,63,0.0,0.0,0.0,False
10,29400,0.9863703082407214,0.48,0.6457546846042967,False
11,252,0.7842465753424658,0.9087301587301587,0.8419117647058824,False
