source_root,dataset_group,dataset,method,variant,seed,epochs,mix_mode,gate_mode,acc,nmi,ari,f1_macro,fmi,delta_ari_vs_none,delta_ari_vs_fixed,path
rg_phase1_seed42_e80,neutral,Pollen,rg_mutual,rg_nm_v1_mutual,42,80,mutual,topology,0.8770764119601329,0.9229589200368019,0.9105606031023149,0.7580512546187602,0.9209977220720089,0.00364202055096452,-0.01041715228830109,results/formal/rg_phase1_seed42_e80/Pollen/rg_mutual/seed42
rg_phase1_seed42_e80,neutral,Pollen,rg_none,rg_nm_v1_none,42,80,none,none,0.8737541528239202,0.9164274666799866,0.9069185825513504,0.7387420066564452,0.9178133509416653,0.0,-0.01405917283926561,results/formal/rg_phase1_seed42_e80/Pollen/rg_none/seed42
rg_phase1_seed42_e80,neutral,Pollen,rg_random,rg_nm_v1_random,42,80,random,constant,0.8704318936877077,0.9149578544637177,0.9029947205672677,0.7296443866211308,0.9144467835940652,-0.003923861984082677,-0.017983034823348287,results/formal/rg_phase1_seed42_e80/Pollen/rg_random/seed42
rg_phase1_seed42_e80,neutral,Pollen,rg_reliability,rg_nm_v1_reliability,42,80,reliability,topology,0.8903654485049833,0.9271454216103611,0.9117169509043687,0.7472943722943722,0.9223663818740375,0.004798368353018279,-0.009260804486247332,results/formal/rg_phase1_seed42_e80/Pollen/rg_reliability/seed42
rg_phase1_seed42_e80,positive,Quake_Smart-seq2_Lung,rg_far,rg_nm_v1_far,42,80,far,constant,0.6772076372315036,0.7990284035895283,0.6388426123052621,0.6032794819946073,0.7276437738823309,-0.11442334937598408,0.025537558119314796,results/formal/rg_phase1_seed42_e80/Quake_Smart-seq2_Lung/rg_far/seed42
rg_phase1_seed42_e80,positive,Quake_Smart-seq2_Lung,rg_fixed,rg_nm_v1_fixed,42,80,fixed,constant,0.6831742243436754,0.7760049241902299,0.6133050541859473,0.6014755137147438,0.70462940268299,-0.13996090749529888,0.0,results/formal/rg_phase1_seed42_e80/Quake_Smart-seq2_Lung/rg_fixed/seed42
rg_phase1_seed42_e80,positive,Quake_Smart-seq2_Lung,rg_mutual,rg_nm_v1_mutual,42,80,mutual,topology,0.7410501193317423,0.8283090409797859,0.7619966173537662,0.6222662009956671,0.8201488281056725,0.008730655672520071,0.14869156316781895,results/formal/rg_phase1_seed42_e80/Quake_Smart-seq2_Lung/rg_mutual/seed42
rg_phase1_seed42_e80,positive,Quake_Smart-seq2_Lung,rg_none,rg_nm_v1_none,42,80,none,none,0.7243436754176611,0.8212833453341,0.7532659616812462,0.6045348754506278,0.8141535938071792,0.0,0.13996090749529888,results/formal/rg_phase1_seed42_e80/Quake_Smart-seq2_Lung/rg_none/seed42
rg_phase1_seed42_e80,positive,Quake_Smart-seq2_Lung,rg_random,rg_nm_v1_random,42,80,random,constant,0.7243436754176611,0.7961808843007355,0.7184516832991257,0.6031518346842738,0.7856200030853169,-0.03481427838212048,0.1051466291131784,results/formal/rg_phase1_seed42_e80/Quake_Smart-seq2_Lung/rg_random/seed42
rg_phase1_seed42_e80,positive,Quake_Smart-seq2_Lung,rg_reliability,rg_nm_v1_reliability,42,80,reliability,topology,0.7583532219570406,0.8219491916337679,0.7401601894929474,0.7092065778757775,0.802423334038605,-0.013105772188298781,0.1268551353070001,results/formal/rg_phase1_seed42_e80/Quake_Smart-seq2_Lung/rg_reliability/seed42
rg_phase1_seed42_e80,positive,SRP182008,rg_far,rg_nm_v1_far,42,80,far,constant,0.662942134083173,0.6318510238754224,0.49420620702280804,0.5497620464193048,0.5561601374516982,0.03419858053384678,0.07396095800013625,results/formal/rg_phase1_seed42_e80/SRP182008/rg_far/seed42
rg_phase1_seed42_e80,positive,SRP182008,rg_fixed,rg_nm_v1_fixed,42,80,fixed,constant,0.5862068965517241,0.6153971842404836,0.4202452490226718,0.5420772507551092,0.48052967377894057,-0.03976237746628947,0.0,results/formal/rg_phase1_seed42_e80/SRP182008/rg_fixed/seed42
rg_phase1_seed42_e80,positive,SRP182008,rg_mutual,rg_nm_v1_mutual,42,80,mutual,topology,0.5919046914311085,0.612216164070248,0.39402991835452,0.5274438127901581,0.47412112101639337,-0.06597770813444126,-0.026215330668151793,results/formal/rg_phase1_seed42_e80/SRP182008/rg_mutual/seed42
rg_phase1_seed42_e80,positive,SRP182008,rg_none,rg_nm_v1_none,42,80,none,none,0.6115879828326181,0.633153508835296,0.46000762648896126,0.5671453485179491,0.5146255104868303,0.0,0.03976237746628947,results/formal/rg_phase1_seed42_e80/SRP182008/rg_none/seed42
rg_phase1_seed42_e80,positive,SRP182008,rg_random,rg_nm_v1_random,42,80,random,constant,0.607888116027823,0.6221188456950438,0.44073382821041196,0.5666724698820856,0.4980379664615411,-0.019273798278549303,0.020488579187740164,results/formal/rg_phase1_seed42_e80/SRP182008/rg_random/seed42
rg_phase1_seed42_e80,positive,SRP182008,rg_reliability,rg_nm_v1_reliability,42,80,reliability,topology,0.572887376054462,0.6057040023724489,0.36470356973857815,0.507072595830549,0.45347991301499146,-0.09530405675038311,-0.05554167928409365,results/formal/rg_phase1_seed42_e80/SRP182008/rg_reliability/seed42
rg_phase1_seed42_e80,negative,Tosches,rg_far,rg_nm_v1_far,42,80,far,constant,0.6230175739391342,0.7290805063627148,0.5223700928694789,0.7096366929538237,0.6018354125202717,-0.22210375870814447,-0.00271152962965171,results/formal/rg_phase1_seed42_e80/Tosches/rg_far/seed42
rg_phase1_seed42_e80,negative,Tosches,rg_fixed,rg_nm_v1_fixed,42,80,fixed,constant,0.6176596656665237,0.7364258181836074,0.5250816224991306,0.6443902989975467,0.6045876570091442,-0.21939222907849276,0.0,results/formal/rg_phase1_seed42_e80/Tosches/rg_fixed/seed42
rg_phase1_seed42_e80,negative,Tosches,rg_mutual,rg_nm_v1_mutual,42,80,mutual,topology,0.6503429061294471,0.7654416181722365,0.5445994163280449,0.6795979983568097,0.6192872898706836,-0.19987443524957849,0.019517793828914276,results/formal/rg_phase1_seed42_e80/Tosches/rg_mutual/seed42
rg_phase1_seed42_e80,negative,Tosches,rg_none,rg_nm_v1_none,42,80,none,none,0.7628054007715388,0.7757439487476832,0.7444738515776234,0.7306590415484122,0.7879357277451227,0.0,0.21939222907849276,results/formal/rg_phase1_seed42_e80/Tosches/rg_none/seed42
rg_phase1_seed42_e80,negative,Tosches,rg_random,rg_nm_v1_random,42,80,random,constant,0.6184633519074153,0.7307650782655947,0.5169902718532671,0.6581337566911678,0.5970990154643876,-0.2274835797243563,-0.008091350645863526,results/formal/rg_phase1_seed42_e80/Tosches/rg_random/seed42
rg_phase1_seed42_e80,negative,Tosches,rg_reliability,rg_nm_v1_reliability,42,80,reliability,topology,0.6329297042434634,0.741236275959622,0.5311731834994952,0.7113747001298525,0.6096113175663338,-0.2133006680781282,0.006091561000364565,results/formal/rg_phase1_seed42_e80/Tosches/rg_reliability/seed42
rg_phase1_seed42_e80,neutral,Wang,rg_far,rg_nm_v1_far,42,80,far,constant,0.9304548797142557,0.6507716387070553,0.7258885650869691,0.9083981363252605,0.8974337950013429,-0.019104245454323765,-0.21327890817090644,results/formal/rg_phase1_seed42_e80/Wang/rg_far/seed42
rg_phase1_seed42_e80,neutral,Wang,rg_fixed,rg_nm_v1_fixed,42,80,fixed,constant,0.9860279441117764,0.8691571742012484,0.9391674732578755,0.9798459111083228,0.9789258798374717,0.19417466271658268,0.0,results/formal/rg_phase1_seed42_e80/Wang/rg_fixed/seed42
rg_phase1_seed42_e80,neutral,Wang,rg_mutual,rg_nm_v1_mutual,42,80,mutual,topology,0.9863431032671499,0.8713224086518259,0.940506399775066,0.9802905870212304,0.9793990487989412,0.19551358923377316,0.0013389265171904752,results/formal/rg_phase1_seed42_e80/Wang/rg_mutual/seed42
rg_phase1_seed42_e80,neutral,Wang,rg_none,rg_nm_v1_none,42,80,none,none,0.9359176384073957,0.6623453270241056,0.7449928105412928,0.9148719561533376,0.9052514349066473,0.0,-0.19417466271658268,results/formal/rg_phase1_seed42_e80/Wang/rg_none/seed42
rg_phase1_seed42_e80,neutral,Wang,rg_random,rg_nm_v1_random,42,80,random,constant,0.988444164302973,0.8855797579807383,0.9494302716589508,0.983238068002964,0.9825696290359744,0.20443746111765793,0.010262798401075246,results/formal/rg_phase1_seed42_e80/Wang/rg_random/seed42
rg_phase1_seed42_e80,neutral,Wang,rg_reliability,rg_nm_v1_reliability,42,80,reliability,topology,0.9868683685261057,0.8749763216904289,0.942741283722221,0.9810326982652708,0.9801879444778495,0.19774847318092814,0.0035738104643454616,results/formal/rg_phase1_seed42_e80/Wang/rg_reliability/seed42
rg_phase1_seed42_e80,negative,worm_neuron_cell,rg_far,rg_nm_v1_far,42,80,far,constant,0.6256569517439082,0.5755474568691439,0.3139582898662116,0.5885178913754071,0.4876019116588715,-0.052256287252815004,-0.08263872284129742,results/formal/rg_phase1_seed42_e80/worm_neuron_cell/rg_far/seed42
rg_phase1_seed42_e80,negative,worm_neuron_cell,rg_fixed,rg_nm_v1_fixed,42,80,fixed,constant,0.6172957477305303,0.6221926413749814,0.396597012707509,0.6545332017439283,0.4979363998924418,0.030382435588482415,0.0,results/formal/rg_phase1_seed42_e80/worm_neuron_cell/rg_fixed/seed42
rg_phase1_seed42_e80,negative,worm_neuron_cell,rg_mutual,rg_nm_v1_mutual,42,80,mutual,topology,0.6268514094601051,0.6114287323036559,0.3555586122167036,0.6514977923967418,0.47863393575660235,-0.010655964902323012,-0.04103840049080543,results/formal/rg_phase1_seed42_e80/worm_neuron_cell/rg_mutual/seed42
rg_phase1_seed42_e80,negative,worm_neuron_cell,rg_none,rg_nm_v1_none,42,80,none,none,0.6414237935977066,0.6224490822168349,0.3662145771190266,0.6210678588269848,0.5291585874333801,0.0,-0.030382435588482415,results/formal/rg_phase1_seed42_e80/worm_neuron_cell/rg_none/seed42
rg_phase1_seed42_e80,negative,worm_neuron_cell,rg_random,rg_nm_v1_random,42,80,random,constant,0.6528905876731964,0.6237552310729074,0.41426197368837886,0.5973983679532424,0.5281721736912807,0.04804739656935225,0.017664960980869837,results/formal/rg_phase1_seed42_e80/worm_neuron_cell/rg_random/seed42
rg_phase1_seed42_e80,negative,worm_neuron_cell,rg_reliability,rg_nm_v1_reliability,42,80,reliability,topology,0.7365026278069756,0.6362249060353162,0.5164871944321361,0.6721798399528276,0.5948594028812215,0.15027261731310948,0.11989018172462707,results/formal/rg_phase1_seed42_e80/worm_neuron_cell/rg_reliability/seed42
rg_phase1_seeds2024_3407_e80,negative,Macosko,rg_far,rg_nm_v1_far,2024,80,far,constant,0.5330967684342082,0.609275684585939,0.387694143358529,0.5760929592489851,0.6085280228507857,0.0009846397887063318,-0.12754590845827768,results/formal/rg_phase1_seeds2024_3407_e80/Macosko/rg_far/seed2024
rg_phase1_seeds2024_3407_e80,negative,Macosko,rg_far,rg_nm_v1_far,3407,80,far,constant,0.5173183360114265,0.6263292264758318,0.3881143188548628,0.53933365457141,0.6087879771789417,-0.16302730607009464,0.00528714119413376,results/formal/rg_phase1_seeds2024_3407_e80/Macosko/rg_far/seed3407
rg_phase1_seeds2024_3407_e80,negative,Macosko,rg_fixed,rg_nm_v1_fixed,2024,80,fixed,constant,0.6187511158721657,0.6546264542357543,0.5152400518168067,0.573729305995009,0.7050843339057293,0.128530548246984,0.0,results/formal/rg_phase1_seeds2024_3407_e80/Macosko/rg_fixed/seed2024
rg_phase1_seeds2024_3407_e80,negative,Macosko,rg_fixed,rg_nm_v1_fixed,3407,80,fixed,constant,0.4949339403677915,0.6106716477768285,0.38282717766072905,0.5334120840272527,0.6045905939062496,-0.1683144472642284,0.0,results/formal/rg_phase1_seeds2024_3407_e80/Macosko/rg_fixed/seed3407
rg_phase1_seeds2024_3407_e80,negative,Macosko,rg_mutual,rg_nm_v1_mutual,2024,80,mutual,topology,0.48167737903945723,0.5937409875712427,0.34069310983471174,0.5485326468159243,0.5699515064302076,-0.046016393735110905,-0.17454694198209492,results/formal/rg_phase1_seeds2024_3407_e80/Macosko/rg_mutual/seed2024
rg_phase1_seeds2024_3407_e80,negative,Macosko,rg_mutual,rg_nm_v1_mutual,3407,80,mutual,topology,0.5072978039635779,0.6141212451064697,0.344043618348983,0.6478251372823948,0.5724571643457362,-0.20709800657597444,-0.03878355931174604,results/formal/rg_phase1_seeds2024_3407_e80/Macosko/rg_mutual/seed3407
rg_phase1_seeds2024_3407_e80,negative,Macosko,rg_none,rg_nm_v1_none,2024,80,none,none,0.49546955900732015,0.6020612673655473,0.38670950356982264,0.47556498157088223,0.607691008368657,0.0,-0.128530548246984,results/formal/rg_phase1_seeds2024_3407_e80/Macosko/rg_none/seed2024
rg_phase1_seeds2024_3407_e80,negative,Macosko,rg_none,rg_nm_v1_none,3407,80,none,none,0.6698580610605249,0.6796276697780523,0.5511416249249574,0.5483950707130806,0.7301714001036251,0.0,0.1683144472642284,results/formal/rg_phase1_seeds2024_3407_e80/Macosko/rg_none/seed3407
rg_phase1_seeds2024_3407_e80,negative,Macosko,rg_random,rg_nm_v1_random,2024,80,random,constant,0.6237502231744332,0.6591007139588634,0.4896032373678333,0.6487860835340022,0.6871184591530072,0.10289373379801064,-0.025636814448973366,results/formal/rg_phase1_seeds2024_3407_e80/Macosko/rg_random/seed2024
rg_phase1_seeds2024_3407_e80,negative,Macosko,rg_random,rg_nm_v1_random,3407,80,random,constant,0.6586323870737368,0.6748597128947086,0.5053563731115414,0.6639561658490791,0.6982050941913371,-0.045785251813416084,0.12252919545081231,results/formal/rg_phase1_seeds2024_3407_e80/Macosko/rg_random/seed3407
rg_phase1_seeds2024_3407_e80,negative,Macosko,rg_reliability,rg_nm_v1_reliability,2024,80,reliability,topology,0.612747723620782,0.6725671541470379,0.5058188394971617,0.5590817258711106,0.6982588814158556,0.11910933592733902,-0.00942121231964499,results/formal/rg_phase1_seeds2024_3407_e80/Macosko/rg_reliability/seed2024
rg_phase1_seeds2024_3407_e80,negative,Macosko,rg_reliability,rg_nm_v1_reliability,3407,80,reliability,topology,0.5065390108909124,0.6177713073955272,0.34751131932798196,0.6518893898144178,0.5753405092830299,-0.20363030559697548,-0.035315858332747085,results/formal/rg_phase1_seeds2024_3407_e80/Macosko/rg_reliability/seed3407
rg_phase1_seeds2024_3407_e80,positive,Melanoma_5K,rg_far,rg_nm_v1_far,2024,80,far,constant,0.7281187680035454,0.7191590042479487,0.6475531305979609,0.64836871877644,0.7172856892433008,-0.022720503714485307,-0.024211642908676945,results/formal/rg_phase1_seeds2024_3407_e80/Melanoma_5K/rg_far/seed2024
rg_phase1_seeds2024_3407_e80,positive,Melanoma_5K,rg_far,rg_nm_v1_far,3407,80,far,constant,0.7285619321958786,0.7176929217668157,0.6443509980736111,0.6469955087280403,0.714652465831869,-0.017215893372709345,-0.016551274500592683,results/formal/rg_phase1_seeds2024_3407_e80/Melanoma_5K/rg_far/seed3407
rg_phase1_seeds2024_3407_e80,positive,Melanoma_5K,rg_fixed,rg_nm_v1_fixed,2024,80,fixed,constant,0.7451805894083758,0.7399091595446884,0.6717647735066379,0.6554984865322196,0.7369788400924236,0.0014911391941916374,0.0,results/formal/rg_phase1_seeds2024_3407_e80/Melanoma_5K/rg_fixed/seed2024
rg_phase1_seeds2024_3407_e80,positive,Melanoma_5K,rg_fixed,rg_nm_v1_fixed,3407,80,fixed,constant,0.7352093950808775,0.7306772768582283,0.6609022725742038,0.6515688996834716,0.7281033472804463,-0.0006646188721166624,0.0,results/formal/rg_phase1_seeds2024_3407_e80/Melanoma_5K/rg_fixed/seed3407
rg_phase1_seeds2024_3407_e80,positive,Melanoma_5K,rg_mutual,rg_nm_v1_mutual,2024,80,mutual,topology,0.737868380234877,0.7397468375290578,0.6681838654873113,0.6547657524809978,0.7340726913236227,-0.0020897688251348967,-0.003580908019326534,results/formal/rg_phase1_seeds2024_3407_e80/Melanoma_5K/rg_mutual/seed2024
rg_phase1_seeds2024_3407_e80,positive,Melanoma_5K,rg_mutual,rg_nm_v1_mutual,3407,80,mutual,topology,0.7329935741192112,0.7269141925824417,0.6545277527410199,0.6517379321758933,0.7229454338676022,-0.007039138705300485,-0.006374519833183823,results/formal/rg_phase1_seeds2024_3407_e80/Melanoma_5K/rg_mutual/seed3407
rg_phase1_seeds2024_3407_e80,positive,Melanoma_5K,rg_none,rg_nm_v1_none,2024,80,none,none,0.744515843119876,0.7381342278264668,0.6702736343124462,0.6573075017878094,0.7357840300870184,0.0,-0.0014911391941916374,results/formal/rg_phase1_seeds2024_3407_e80/Melanoma_5K/rg_none/seed2024
rg_phase1_seeds2024_3407_e80,positive,Melanoma_5K,rg_none,rg_nm_v1_none,3407,80,none,none,0.7358741413693773,0.7295473493602889,0.6615668914463204,0.6503142724420955,0.7286353672937382,0.0,0.0006646188721166624,results/formal/rg_phase1_seeds2024_3407_e80/Melanoma_5K/rg_none/seed3407
rg_phase1_seeds2024_3407_e80,positive,Melanoma_5K,rg_random,rg_nm_v1_random,2024,80,random,constant,0.7349878129847108,0.7347514469229791,0.6609274642670157,0.6533269552669979,0.7282262562943281,-0.00934617004543059,-0.010837309239622228,results/formal/rg_phase1_seeds2024_3407_e80/Melanoma_5K/rg_random/seed2024
rg_phase1_seeds2024_3407_e80,positive,Melanoma_5K,rg_random,rg_nm_v1_random,3407,80,random,constant,0.7327719920230445,0.7305119176805424,0.6556164208981509,0.6508553313877004,0.7239264384058327,-0.005950470548169551,-0.005285851676052888,results/formal/rg_phase1_seeds2024_3407_e80/Melanoma_5K/rg_random/seed3407
rg_phase1_seeds2024_3407_e80,positive,Melanoma_5K,rg_reliability,rg_nm_v1_reliability,2024,80,reliability,topology,0.7442942610237093,0.7387793663574209,0.6685121314280122,0.6563445256954046,0.7343553873755452,-0.0017615028844339964,-0.003252642078625634,results/formal/rg_phase1_seeds2024_3407_e80/Melanoma_5K/rg_reliability/seed2024
rg_phase1_seeds2024_3407_e80,positive,Melanoma_5K,rg_reliability,rg_nm_v1_reliability,3407,80,reliability,topology,0.7329935741192112,0.7265483502498176,0.6548574906922361,0.651783090825788,0.7232049527308748,-0.006709400754084327,-0.006044781881967665,results/formal/rg_phase1_seeds2024_3407_e80/Melanoma_5K/rg_reliability/seed3407
rg_phase1_seeds2024_3407_e80,neutral,Pollen,rg_far,rg_nm_v1_far,2024,80,far,constant,0.9069767441860465,0.9302967477625264,0.917166464012113,0.7637116941929776,0.9277247786424248,0.009128288094752524,0.00736550115014456,results/formal/rg_phase1_seeds2024_3407_e80/Pollen/rg_far/seed2024
rg_phase1_seeds2024_3407_e80,neutral,Pollen,rg_far,rg_nm_v1_far,3407,80,far,constant,0.8803986710963455,0.9280634670031657,0.9049908785890574,0.7736849643445697,0.9164356272393372,-0.012166327507608599,-0.006098848833890558,results/formal/rg_phase1_seeds2024_3407_e80/Pollen/rg_far/seed3407
rg_phase1_seeds2024_3407_e80,neutral,Pollen,rg_fixed,rg_nm_v1_fixed,2024,80,fixed,constant,0.8770764119601329,0.931276010494987,0.9098009628619684,0.7435785904685427,0.9206397685397699,0.0017627869446079636,0.0,results/formal/rg_phase1_seeds2024_3407_e80/Pollen/rg_fixed/seed2024
