neighbor_backend,neighbor_k,effective_neighbor_count,edge_keep_rate,neighbor_similarity_mean,neighbor_similarity_std,mutual_ratio,snn_mean,snn_std,consensus_mean,consensus_std,fallback_rate,fallback_cell_rate,hubness_mean,hubness_max,hubness_p95,knn_pca_dim,fallback_slot_rate,same_label_edge_ratio,same_label_edge_ratio_weighted,minority_class_neighbor_purity
mutual_knn_with_topk_fallback,5,4.954550266265869,1.0,0.8187931776046753,0.2451605498790741,0.37209302325581395,0.24729737639427185,0.16402462124824524,0.3720930218696594,0.4833630323410034,0.627906976744186,0.8704318936877077,5.0,33.0,15.0,50,0.627906976744186,0.891029900332226,0.8935224413871765,0.7860180884599686
