neighbor_backend,neighbor_k,effective_neighbor_count,edge_keep_rate,neighbor_similarity_mean,neighbor_similarity_std,mutual_ratio,snn_mean,snn_std,consensus_mean,consensus_std,fallback_rate,fallback_cell_rate,hubness_mean,hubness_max,hubness_p95,knn_pca_dim,bad_edge_ratio_requested,bad_edge_ratio_observed,same_label_edge_ratio,same_label_edge_ratio_weighted,minority_class_neighbor_purity,dataset,seed,method,pseudo_branch_activation_rate,edge_keep_rate_observed,effective_neighbor_count_sampled,perturbation_norm_mean,perturbation_norm_std,perturbation_norm_p95,alpha_mean_observed,beta_mean_observed,beta_mode,beta_fixed,beta_max,beta_target_mean,beta_std,beta_p,target_mode,noise_mode,oracle_neighbor,label_leakage_diagnostic
global_random_excluding_self,5,5.000000476837158,1.0,0.0662233978509903,0.39059773087501526,0.0008012326656394453,0.00039376821951009333,0.00660279905423522,0.0,0.0,0.0,0.0,5.0,14.0,9.0,50,0.0,0.0,0.14551617873651773,0.14551614224910736,0.035415373742580414,Guo,2,beta_control,1.0,1.0,4.000000015237235,1.725638323485851,1.0279360318779944,3.678854275941849,0.9499986237883569,0.05000137518160045,truncated_normal,0.09999999999999998,0.1,0.05,0.02,0.5,anchor,global_mix,none,False
