label,n_cells,same_label_edge_ratio,same_label_edge_ratio_weighted,is_minority_q25
0,6514,0.8910653976051581,0.9906655550003052,False
1,472,0.8665254237288136,0.9548429846763611,False
2,1218,0.8103448275862069,0.892638087272644,False
3,1064,0.4137218045112782,0.4570287764072418,False
4,2703,0.7217906030336663,0.7946301102638245,False
5,1694,0.6360094451003542,0.701044499874115,False
6,826,0.8576271186440678,0.9508448243141174,False
7,664,0.8650602409638555,0.9648283123970032,False
8,36,0.5722222222222222,0.6501120328903198,True
9,36,0.5555555555555556,0.6212289333343506,True
10,589,0.8947368421052632,0.9891220927238464,False
11,114,0.8789473684210526,0.9752005338668823,True
12,717,0.7891213389121339,0.8732675313949585,False
13,1862,0.8970998925886144,0.9948948621749878,False
14,155,0.8929032258064517,0.9901810884475708,True
