neighbor_backend,neighbor_k,effective_neighbor_count,edge_keep_rate,neighbor_similarity_mean,neighbor_similarity_std,mutual_ratio,snn_mean,snn_std,consensus_mean,consensus_std,fallback_rate,fallback_cell_rate,hubness_mean,hubness_max,hubness_p95,knn_pca_dim,same_label_edge_ratio,same_label_edge_ratio_weighted,minority_class_neighbor_purity,dataset,seed,method,pseudo_branch_activation_rate,edge_keep_rate_observed,effective_neighbor_count_sampled,perturbation_norm_mean,perturbation_norm_std,perturbation_norm_p95,alpha_mean_observed,beta_mean_observed
global_random_excluding_self,5,5.000000476837158,1.0,0.009444511495530605,0.1781434863805771,0.0005733397037744864,0.00046185700921341777,0.007148715667426586,0.0,0.0,0.0,0.0,5.0,16.0,9.0,50,0.14362159579550884,0.14362157881259918,0.03898310847580433,worm_neuron_cell,2,global_random_neighbor_control,1.0,1.0,4.000000015237235,3.517948021553457,1.2813809108920395,5.9953863199800255,0.8999998569488525,0.10000001639127731
