label,n_cells,precision,recall,f1,is_rare_lt_50
0,1082,0.7339181286549707,0.6959334565619224,0.7144212523719166,False
1,690,0.9057873485868102,0.9753623188405797,0.939288206559665,False
2,354,0.0,0.0,0.0,False
3,948,0.9551282051282052,0.47151898734177217,0.6313559322033898,False
4,300,1.0,0.7533333333333333,0.8593155893536122,False
5,1524,0.833926453143535,0.9225721784776902,0.8760124610591901,False
6,396,0.003115264797507788,0.0025252525252525255,0.002789400278940028,False
7,1751,0.910958904109589,0.759565962307253,0.8284023668639053,False
8,854,0.9835390946502057,0.27985948477751754,0.4357338195077484,False
9,266,0.20294882914137033,0.8796992481203008,0.3298097251585624,False
10,1153,0.9904371584699454,0.6287944492627927,0.7692307692307693,False
11,2569,0.6164942841589548,0.8816660179057999,0.7256126862085536,False
12,478,0.0,0.0,0.0,False
13,344,0.9861111111111112,0.4127906976744186,0.5819672131147541,False
14,805,0.47099930118798045,0.8372670807453416,0.6028622540250447,False
