label,n_cells,same_label_edge_ratio,same_label_edge_ratio_weighted,is_minority_q25
0,4426,0.10126525079078175,0.10126522928476334,False
1,54,0.0,0.0,True
2,6285,0.13944311853619729,0.13944309949874878,False
3,1868,0.04271948608137045,0.042719483375549316,False
4,85,0.0,0.0,False
5,432,0.005555555555555556,0.005555554758757353,False
6,252,0.006349206349206349,0.006349205505102873,False
7,67,0.0029850746268656717,0.0029850739520043135,True
8,1624,0.03854679802955665,0.038546789437532425,False
9,63,0.0,0.0,True
10,29400,0.6569591836734694,0.6569591760635376,False
11,252,0.003968253968253968,0.003968253266066313,False
