neighbor_backend,neighbor_k,effective_neighbor_count,edge_keep_rate,neighbor_similarity_mean,neighbor_similarity_std,mutual_ratio,snn_mean,snn_std,consensus_mean,consensus_std,fallback_rate,fallback_cell_rate,hubness_mean,hubness_max,hubness_p95,knn_pca_dim,same_label_edge_ratio,same_label_edge_ratio_weighted,minority_class_neighbor_purity
pca_cosine_knn,5,4.992001056671143,1.0,0.947519838809967,0.0467977412045002,0.2693980460132367,0.11721879243850708,0.13448145985603333,1.0,0.0,0.0,0.0,5.0,63.0,17.0,50,0.9948313898518752,0.9951817989349365,0.9936339259147644
