neighbor_backend,neighbor_k,effective_neighbor_count,edge_keep_rate,neighbor_similarity_mean,neighbor_similarity_std,mutual_ratio,snn_mean,snn_std,consensus_mean,consensus_std,fallback_rate,fallback_cell_rate,hubness_mean,hubness_max,hubness_p95,knn_pca_dim,same_label_edge_ratio,same_label_edge_ratio_weighted,minority_class_neighbor_purity,dataset,seed,method,pseudo_branch_activation_rate,edge_keep_rate_observed,effective_neighbor_count_sampled,perturbation_norm_mean,perturbation_norm_std,perturbation_norm_p95,alpha_mean_observed,beta_mean_observed
pca_cosine_knn,5,4.994463920593262,1.0,0.9560303092002869,0.04290825501084328,0.3340523882896764,0.15531429648399353,0.14374753832817078,1.0,0.0,0.0,0.0,5.0,82.0,16.0,50,0.9514329738058551,0.9518691897392273,0.9027627110481262,Guo,1,random_beta_uniform_0.1,1.0,1.0,3.996934418674087,1.0910131194293498,0.9501477848291398,3.0817223590612413,0.9500070888996124,0.04999291134811938
