label,n_cells,same_label_edge_ratio,same_label_edge_ratio_weighted,is_minority_q25
0,6514,0.791802272029475,0.9893725514411926,False
1,472,0.7754237288135594,0.9496553540229797,False
2,1218,0.7220032840722496,0.885746419429779,False
3,1064,0.36390977443609024,0.4489556550979614,False
4,2703,0.6386977432482427,0.7884858846664429,False
5,1694,0.5708382526564345,0.6938014030456543,False
6,826,0.7598062953995157,0.9450856447219849,False
7,664,0.7837349397590362,0.9575299024581909,False
8,36,0.5222222222222223,0.6492806673049927,True
9,36,0.4888888888888889,0.6173115968704224,True
10,589,0.7809847198641766,0.9885165691375732,False
11,114,0.7771929824561403,0.9680736660957336,True
12,717,0.700697350069735,0.867841362953186,False
13,1862,0.7964554242749732,0.9938929677009583,False
14,155,0.7896774193548387,0.9887703061103821,True
