neighbor_backend,neighbor_k,effective_neighbor_count,edge_keep_rate,neighbor_similarity_mean,neighbor_similarity_std,mutual_ratio,snn_mean,snn_std,consensus_mean,consensus_std,fallback_rate,fallback_cell_rate,hubness_mean,hubness_max,hubness_p95,knn_pca_dim,consensus_threshold,same_label_edge_ratio,same_label_edge_ratio_weighted,minority_class_neighbor_purity
multi_metric_consensus_threshold_0.4,5,4.728789806365967,1.0,0.9250604510307312,0.05521547049283981,0.29846455990001786,0.1052575558423996,0.12251515686511993,0.48717638850212097,0.1965271234512329,0.1885868594893769,0.5595652562042492,5.0,58.0,15.0,50,0.4,0.9625557936082842,0.9633088111877441,0.9291883111000061
