label,n_cells,precision,recall,f1,is_rare_lt_50
0,6514,0.9885864793678666,0.5185753761129874,0.6802940287987111,False
1,472,0.8256227758007118,0.9830508474576272,0.8974854932301741,False
2,1218,0.6141011840688912,0.9367816091954023,0.7418725617685306,False
3,1064,0.0,0.0,0.0,False
4,2703,0.5979498861047836,0.5826859045504994,0.5902192242833052,False
5,1694,0.24402810304449649,0.307556080283353,0.27213371637503264,False
6,826,0.9455621301775148,0.9673123486682809,0.9563135846798324,False
7,664,0.9414348462664714,0.9683734939759037,0.9547141796585004,False
8,36,0.0016891891891891893,0.027777777777777776,0.0031847133757961785,True
9,36,0.0007939658594680428,0.05555555555555555,0.0015655577299412916,True
10,589,0.9634551495016611,0.9847198641765704,0.9739714525608733,False
11,114,0.9824561403508771,0.9824561403508771,0.9824561403508771,False
12,717,0.9212598425196851,0.8158995815899581,0.8653846153846154,False
13,1862,0.9956896551724138,0.9924812030075187,0.9940828402366864,False
14,155,0.974025974025974,0.967741935483871,0.970873786407767,False
