neighbor_backend,neighbor_k,effective_neighbor_count,edge_keep_rate,neighbor_similarity_mean,neighbor_similarity_std,mutual_ratio,snn_mean,snn_std,consensus_mean,consensus_std,fallback_rate,fallback_cell_rate,hubness_mean,hubness_max,hubness_p95,knn_pca_dim,snn_zero_row_fallback_rate,same_label_edge_ratio,same_label_edge_ratio_weighted,minority_class_neighbor_purity,dataset,seed,method,pseudo_branch_activation_rate,edge_keep_rate_observed,effective_neighbor_count_sampled,perturbation_norm_mean,perturbation_norm_std,perturbation_norm_p95,alpha_mean_observed,beta_mean_observed
snn_jaccard_weighted_knn,5,3.691096782684326,0.7847109412326804,0.7998592853546143,0.12431994825601578,0.3258002866698519,0.1881612241268158,0.168255016207695,0.1881612241268158,0.168255016207695,0.02866698518872432,0.02866698518872432,5.0,59.0,16.0,50,0.02866698518872432,0.8337314859053989,0.8360275626182556,0.9449329574902853,worm_neuron_cell,2,snn_neighbormix,1.0,1.0,3.8716305706943492,2.989451176300645,1.511059816647321,5.849783289059997,0.8999998569488525,0.10000001639127731
