neighbor_backend,neighbor_k,effective_neighbor_count,edge_keep_rate,neighbor_similarity_mean,neighbor_similarity_std,mutual_ratio,snn_mean,snn_std,consensus_mean,consensus_std,fallback_rate,fallback_cell_rate,hubness_mean,hubness_max,hubness_p95,knn_pca_dim,bad_edge_ratio_requested,bad_edge_ratio_observed,label_leakage_diagnostic,same_label_edge_ratio,same_label_edge_ratio_weighted,minority_class_neighbor_purity,dataset,seed,method,pseudo_branch_activation_rate,edge_keep_rate_observed,effective_neighbor_count_sampled,perturbation_norm_mean,perturbation_norm_std,perturbation_norm_p95,alpha_mean_observed,beta_mean_observed,beta_mode,beta_fixed,beta_max,beta_target_mean,beta_std,beta_p,target_mode,noise_mode,oracle_neighbor
pca_cosine_knn_bad_edge_injected_0.1,5,4.514756679534912,1.0,0.8162389397621155,0.33668673038482666,0.24068916264952686,0.07492893934249878,0.10422918945550919,0.8995581269264221,0.3005882799625397,0.10044188537761115,0.41119889305481166,5.0,54.0,14.0,50,0.1,0.10044188537761115,True,0.866046241742546,0.9613755941390991,0.9284744461377462,Macosko,0,beta_control,1.0,1.0,3.991615250381045,1.3049355756895884,1.2727377336749008,2.801830542240824,0.950003647702081,0.04999635245917099,uniform,0.09999999999999998,0.1,0.05,0.02,0.5,anchor,local_mix,none
