label,n_cells,same_label_edge_ratio,same_label_edge_ratio_weighted,is_minority_q25
0,294,0.9843537414965986,0.9834121465682983,True
1,320,0.90625,0.9066814184188843,False
2,560,0.9485714285714286,0.948898434638977,False
3,876,0.9066210045662101,0.9069428443908691,False
4,353,0.9977337110481587,0.9979057908058167,False
5,319,0.9216300940438872,0.9220588803291321,True
6,607,0.9772652388797364,0.9772075414657593,False
7,341,0.9964809384164223,0.9962977766990662,False
8,338,0.9674556213017751,0.968583881855011,False
9,509,0.9457760314341846,0.9468789100646973,False
10,28,0.7928571428571428,0.8198896050453186,True
11,1945,0.9591773778920308,0.959449291229248,False
