Command: /data/luolie/conda/base/bin/python /home/luolie/biopipeline/dimension-reduction/plantnet/methods/DeepLearning/CutAware_NeighborMix_scMAE/run.py --data_path /home/luolie/biopipeline/dimension-reduction/plantnet/data/processed_scmae/Melanoma_5K.h5ad --save_dir /home/luolie/biopipeline/dimension-reduction/plantnet/results/experimental/cutaware_neighbormix_20260615/Melanoma_5K/canm_cut_ot/seed42 --dataset_name Melanoma_5K --variant_name canm_cut_ot --seed 42 --n_clusters 9 --epochs 80 --batch_size 256 --n_top_genes 1000 --gpu 6 --no_save_h5ad

Using device: cuda:0
/data/luolie/conda/base/lib/python3.13/functools.py:934: UserWarning: zero-centering a sparse array/matrix densifies it.
  return dispatch(args[0].__class__)(*args, **kw)
Epoch 001/80 loss=0.7837 scmae=0.4742 cut=0.8171 ot=1.4605 mass=[0.074,0.144]
Epoch 010/80 loss=0.3131 scmae=0.2191 cut=0.3592 ot=0.2215 mass=[0.037,0.245]
Epoch 020/80 loss=0.3286 scmae=0.2171 cut=0.3330 ot=0.4492 mass=[0.027,0.353]
Epoch 030/80 loss=0.3384 scmae=0.2169 cut=0.3287 ot=0.5575 mass=[0.031,0.376]
Epoch 040/80 loss=0.3348 scmae=0.2138 cut=0.3059 ot=0.5984 mass=[0.024,0.375]
Epoch 050/80 loss=0.3465 scmae=0.2113 cut=0.3221 ot=0.7074 mass=[0.027,0.358]
Epoch 060/80 loss=0.3614 scmae=0.2096 cut=0.3528 ot=0.8118 mass=[0.032,0.289]
Epoch 070/80 loss=0.3702 scmae=0.2078 cut=0.3576 ot=0.9088 mass=[0.037,0.276]
Epoch 080/80 loss=0.3827 scmae=0.2073 cut=0.3777 ot=0.9993 mass=[0.036,0.257]
Results saved to: /home/luolie/biopipeline/dimension-reduction/plantnet/results/experimental/cutaware_neighbormix_20260615/Melanoma_5K/canm_cut_ot/seed42
