label,n_cells,same_label_edge_ratio,same_label_edge_ratio_weighted,is_minority_q25
0,842,0.7985748218527315,0.8844098448753357,False
1,70,0.8142857142857143,0.9240595102310181,True
2,334,0.8479041916167664,0.939200758934021,False
3,1015,0.6717241379310345,0.7489870190620422,False
4,443,0.7047404063205418,0.776951014995575,False
5,400,0.657,0.7309261560440063,False
6,314,0.7936305732484077,0.8924655914306641,False
7,305,0.7750819672131147,0.8537082076072693,False
8,224,0.8517857142857143,0.9697655439376831,True
9,239,0.8485355648535565,0.9490709900856018,True
