neighbor_backend,neighbor_k,effective_neighbor_count,edge_keep_rate,neighbor_similarity_mean,neighbor_similarity_std,mutual_ratio,snn_mean,snn_std,consensus_mean,consensus_std,fallback_rate,fallback_cell_rate,hubness_mean,hubness_max,hubness_p95,knn_pca_dim,same_label_edge_ratio,same_label_edge_ratio_weighted,minority_class_neighbor_purity
pca_cosine_knn,5,4.953795433044434,1.0,0.8200443387031555,0.24420689046382904,0.3707641196013289,0.24529875814914703,0.1587735414505005,1.0,0.0,0.0,0.0,5.0,31.0,17.0,50,0.8897009966777408,0.8924514651298523,0.7818401008844376
