dataset,method,seed,variant,rank,source_paper,mask_strategy,preprocessing,acc,nmi,ari,f1_macro,fmi,v_measure,homogeneity,completeness,n_pred_clusters,silhouette,protocol,cluster_method,uses_known_k,runtime_seconds,run_dir
Macosko,scMAEs_010_longtail_prototype,42,010_longtail_prototype,10,Celler: A Genomic Language Model for Long-Tailed Single-Cell Annotation,marker_safe,scMAE_family,0.4086993394036779,0.439016548281032,0.1648889506667667,0.2684180326078703,0.3989981710116984,0.439016548281032,0.6494644665940487,0.3315752318023838,12,,fixed,kmeans_known_k,True,341.8238821029663,methods/DeepLearning/scMAEs/benchmark_runs/formal/Macosko/010_longtail_prototype
Macosko,scMAEs_008_cell_hierarchy_proto,42,008_cell_hierarchy_proto,8,scCello: Cell-ontology guided transcriptome foundation model,variance_adaptive,scMAE_family,0.5396134618818068,0.4772452558398712,0.2590172379113357,0.3340462620361873,0.4957241477534401,0.4772452558398712,0.6776553973713576,0.3683185470345028,12,,fixed,kmeans_known_k,True,237.99736785888672,methods/DeepLearning/scMAEs/benchmark_runs/formal/Macosko/008_cell_hierarchy_proto
Quake_10x_Spleen,scMAEs_010_longtail_prototype,42,010_longtail_prototype,10,Celler: A Genomic Language Model for Long-Tailed Single-Cell Annotation,marker_safe,scMAE_family,0.5672110552763819,0.513731899382664,0.3042520371979443,0.5160151019687479,0.5867753620012341,0.513731899382664,0.7281959930277679,0.39685302890184,5,,fixed,kmeans_known_k,True,61.06156015396118,methods/DeepLearning/scMAEs/benchmark_runs/formal/Quake_10x_Spleen/010_longtail_prototype
Quake_10x_Spleen,scMAEs_008_cell_hierarchy_proto,42,008_cell_hierarchy_proto,8,scCello: Cell-ontology guided transcriptome foundation model,variance_adaptive,scMAE_family,0.571608040201005,0.5362703469865097,0.3866131880679152,0.5033581903755365,0.6512192601860595,0.5362703469865097,0.7436983649128982,0.4193169145561695,5,,fixed,kmeans_known_k,True,54.57787823677063,methods/DeepLearning/scMAEs/benchmark_runs/formal/Quake_10x_Spleen/008_cell_hierarchy_proto
Quake_10x_Spleen,scMAEs_030_fuzzy_rough_boundary,42,030_fuzzy_rough_boundary,30,Fuzzy Rough Sets Based on Fuzzy Quantification,marker_safe,scMAE_family,0.5979899497487438,0.5545299195782203,0.3714038092311111,0.5599515353299009,0.6392355790510345,0.5545299195782204,0.7697635733708557,0.4333585117440476,5,,fixed,kmeans_known_k,True,82.765784740448,methods/DeepLearning/scMAEs/benchmark_runs/formal/Quake_10x_Spleen/030_fuzzy_rough_boundary
Melanoma_5K,scMAEs_010_longtail_prototype,42,010_longtail_prototype,10,Celler: A Genomic Language Model for Long-Tailed Single-Cell Annotation,marker_safe,scMAE_family,0.7567028584090405,0.6706800696672223,0.6697200703380201,0.5276797103636831,0.7351447259912565,0.6706800696672224,0.7053262583986425,0.6392782136086436,9,,fixed,kmeans_known_k,True,28.309074640274048,methods/DeepLearning/scMAEs/benchmark_runs/formal/Melanoma_5K/010_longtail_prototype
Melanoma_5K,scMAEs_008_cell_hierarchy_proto,42,008_cell_hierarchy_proto,8,scCello: Cell-ontology guided transcriptome foundation model,variance_adaptive,scMAE_family,0.7387547086195435,0.6586214904499917,0.6355869012576703,0.5864747784970776,0.7073205888469019,0.6586214904499916,0.6999737236348448,0.6218826319180657,9,,fixed,kmeans_known_k,True,28.126380443572998,methods/DeepLearning/scMAEs/benchmark_runs/formal/Melanoma_5K/008_cell_hierarchy_proto
Melanoma_5K,scMAEs_030_fuzzy_rough_boundary,42,030_fuzzy_rough_boundary,30,Fuzzy Rough Sets Based on Fuzzy Quantification,marker_safe,scMAE_family,0.7471748282738755,0.7001343449254571,0.6754312640173237,0.5383049859621727,0.7399764692988029,0.7001343449254571,0.7423037879185086,0.662498547829482,9,,fixed,kmeans_known_k,True,36.612040281295776,methods/DeepLearning/scMAEs/benchmark_runs/formal/Melanoma_5K/030_fuzzy_rough_boundary
