neighbor_backend,neighbor_k,effective_neighbor_count,edge_keep_rate,neighbor_similarity_mean,neighbor_similarity_std,mutual_ratio,snn_mean,snn_std,consensus_mean,consensus_std,fallback_rate,fallback_cell_rate,hubness_mean,hubness_max,hubness_p95,knn_pca_dim,same_label_edge_ratio,same_label_edge_ratio_weighted,minority_class_neighbor_purity,dataset,seed,method,pseudo_branch_activation_rate,edge_keep_rate_observed,effective_neighbor_count_sampled,perturbation_norm_mean,perturbation_norm_std,perturbation_norm_p95,alpha_mean_observed,beta_mean_observed
pca_cosine_knn,5,4.9886369705200195,1.0,0.8721168041229248,0.06308941543102264,0.2189340290719344,0.08124484866857529,0.11267057061195374,1.0,0.0,0.0,0.0,5.0,106.0,18.0,50,0.9728960119269474,0.9732827544212341,0.9436135530471802,Shekhar,0,random_edge_dropout_keep0.5,1.0,0.5062401404747596,3.9960537464154013,3.116920280084014,1.1977271789398332,5.5234653796140964,0.8999998569488525,0.10000001639127731
