label,n_cells,same_label_edge_ratio,same_label_edge_ratio_weighted,is_minority_q25
0,22,0.08181818181818182,0.08181815594434738,False
1,17,0.07058823529411765,0.07058821618556976,True
2,37,0.11351351351351352,0.11351348459720612,False
3,26,0.09230769230769231,0.0923076868057251,False
4,7,0.02857142857142857,0.02857143059372902,True
5,17,0.023529411764705882,0.023529404774308205,True
6,54,0.1814814814814815,0.1814814656972885,False
7,42,0.1380952380952381,0.1380952149629593,False
8,40,0.12,0.11999998241662979,False
9,15,0.05333333333333334,0.053333330899477005,True
10,24,0.1,0.09999998658895493,False
