neighbor_backend,neighbor_k,effective_neighbor_count,edge_keep_rate,neighbor_similarity_mean,neighbor_similarity_std,mutual_ratio,snn_mean,snn_std,consensus_mean,consensus_std,fallback_rate,fallback_cell_rate,hubness_mean,hubness_max,hubness_p95,knn_pca_dim,snn_zero_row_fallback_rate,bad_edge_ratio_requested,bad_edge_ratio_observed,same_label_edge_ratio,same_label_edge_ratio_weighted,minority_class_neighbor_purity,dataset,seed,method,pseudo_branch_activation_rate,edge_keep_rate_observed,effective_neighbor_count_sampled,perturbation_norm_mean,perturbation_norm_std,perturbation_norm_p95,alpha_mean_observed,beta_mean_observed,beta_mode,beta_fixed,beta_max,beta_target_mean,beta_std,beta_p,target_mode,noise_mode,oracle_neighbor,label_leakage_diagnostic
snn_jaccard_weighted_knn,5,4.24932336807251,0.9069767441860465,0.8189609050750732,0.2462056428194046,0.3667774086378738,0.2456362545490265,0.1657811850309372,0.2456362545490265,0.1657811850309372,0.0033222591362126247,0.0033222591362126247,5.0,31.0,17.0,50,0.0033222591362126247,0.0,0.0,0.8916943521594685,0.8995121121406555,0.8148761093616486,Pollen,2,snn_neighbormix,1.0,1.0,3.8502749662472184,2.623172292113304,1.7310823440551757,6.842611747980118,0.8999998569488525,0.10000001639127731,fixed,0.09999999999999998,0.09999999999999998,0.05,0.02,0.5,anchor,local_mix,none,False
