neighbor_backend,neighbor_k,effective_neighbor_count,edge_keep_rate,neighbor_similarity_mean,neighbor_similarity_std,mutual_ratio,snn_mean,snn_std,consensus_mean,consensus_std,fallback_rate,fallback_cell_rate,hubness_mean,hubness_max,hubness_p95,knn_pca_dim,same_label_edge_ratio,same_label_edge_ratio_weighted,minority_class_neighbor_purity
pca_cosine_knn,5,4.972635269165039,1.0,0.892723798751831,0.08185811340808868,0.3270551739419455,0.16874566674232483,0.1583421230316162,1.0,0.0,0.0,0.0,5.0,65.0,16.0,50,0.8717482827387547,0.8739094734191895,0.8498106002807617
