label,n_cells,precision,recall,f1,is_rare_lt_50
0,512,0.7836065573770492,0.93359375,0.8520499108734403,False
1,56,0.5,1.0,0.6666666666666666,False
2,967,0.824295010845987,0.7859358841778697,0.8046585494970884,False
3,1153,0.9605978260869565,0.6131830008673027,0.7485442032821599,False
4,62,0.0,0.0,0.0,False
5,120,0.6936416184971098,1.0,0.8191126279863481,False
6,46,0.13142857142857142,1.0,0.23232323232323232,True
7,1251,0.9890453834115805,0.5051958433253397,0.6687830687830688,False
8,346,0.16574585635359115,0.17341040462427745,0.1694915254237288,False
