label,n_cells,same_label_edge_ratio,same_label_edge_ratio_weighted,is_minority_q25
0,842,0.8871733966745843,0.8872262835502625,False
1,70,0.9228571428571428,0.9419782161712646,True
2,334,0.9413173652694611,0.9353606700897217,False
3,1015,0.7491625615763546,0.7628950476646423,False
4,443,0.7796839729119639,0.7783533930778503,False
5,400,0.735,0.7287349104881287,False
6,314,0.8955414012738854,0.9046522974967957,False
7,305,0.8537704918032787,0.8480992317199707,False
8,224,0.9732142857142857,0.9697697758674622,True
9,239,0.9506276150627615,0.9476630687713623,True
