neighbor_backend,neighbor_k,effective_neighbor_count,edge_keep_rate,neighbor_similarity_mean,neighbor_similarity_std,mutual_ratio,snn_mean,snn_std,consensus_mean,consensus_std,fallback_rate,fallback_cell_rate,hubness_mean,hubness_max,hubness_p95,knn_pca_dim,same_label_edge_ratio,same_label_edge_ratio_weighted,minority_class_neighbor_purity
global_random_excluding_self,5,5.000000476837158,1.0,0.0837182030081749,0.3614538908004761,0.0001249776825566863,5.901724216528237e-05,0.0025600760709494352,0.0,0.0,0.0,0.0,5.0,18.0,9.0,50,0.46414479557221927,0.4641447365283966,0.0009950246506681044
