neighbor_backend,neighbor_k,effective_neighbor_count,edge_keep_rate,neighbor_similarity_mean,neighbor_similarity_std,mutual_ratio,snn_mean,snn_std,consensus_mean,consensus_std,fallback_rate,fallback_cell_rate,hubness_mean,hubness_max,hubness_p95,knn_pca_dim,snn_zero_row_fallback_rate,bad_edge_ratio_requested,bad_edge_ratio_observed,same_label_edge_ratio,same_label_edge_ratio_weighted,minority_class_neighbor_purity,dataset,seed,method,pseudo_branch_activation_rate,edge_keep_rate_observed,effective_neighbor_count_sampled,perturbation_norm_mean,perturbation_norm_std,perturbation_norm_p95,alpha_mean_observed,beta_mean_observed,beta_mode,beta_fixed,beta_max,beta_target_mean,beta_std,beta_p,target_mode,noise_mode,oracle_neighbor,label_leakage_diagnostic
snn_jaccard_weighted_knn,5,3.1593284606933594,0.6650698602794411,0.9472144246101379,0.046958088874816895,0.2718772980355079,0.11839830130338669,0.13419567048549652,0.11839830130338669,0.13419567048549652,0.050635570963336485,0.050635570963336485,5.0,67.0,17.0,50,0.050635570963336485,0.0,0.0,0.9951885702279651,0.9959108233451843,0.9955577850341797,Wang,2,snn_neighbormix,1.0,1.0,3.8947549364871508,2.1706931794817383,1.6327912545687444,4.675928408793501,0.8999998569488525,0.10000001639127731,fixed,0.09999999999999998,0.09999999999999998,0.05,0.02,0.5,anchor,local_mix,none,False
