neighbor_backend,neighbor_k,effective_neighbor_count,edge_keep_rate,neighbor_similarity_mean,neighbor_similarity_std,mutual_ratio,snn_mean,snn_std,consensus_mean,consensus_std,fallback_rate,fallback_cell_rate,hubness_mean,hubness_max,hubness_p95,knn_pca_dim,snn_zero_row_fallback_rate,bad_edge_ratio_requested,bad_edge_ratio_observed,same_label_edge_ratio,same_label_edge_ratio_weighted,minority_class_neighbor_purity
snn_jaccard_weighted_knn,5,3.5573155879974365,0.7575448703744737,0.8924466371536255,0.08200348913669586,0.32749833813427875,0.1681741327047348,0.15791776776313782,0.1681741327047348,0.15791776776313782,0.021936627520496344,0.021936627520496344,5.0,61.0,16.0,50,0.021936627520496344,0.0,0.0,0.8719698648349213,0.8711131811141968,0.8384696046511332
