neighbor_backend,neighbor_k,effective_neighbor_count,edge_keep_rate,neighbor_similarity_mean,neighbor_similarity_std,mutual_ratio,snn_mean,snn_std,consensus_mean,consensus_std,fallback_rate,fallback_cell_rate,hubness_mean,hubness_max,hubness_p95,knn_pca_dim,bad_edge_ratio_requested,bad_edge_ratio_observed,label_leakage_diagnostic,same_label_edge_ratio,same_label_edge_ratio_weighted,minority_class_neighbor_purity
pca_cosine_knn_bad_edge_injected_0.2,5,4.044520378112793,1.0,0.631726086139679,0.3536964952945709,0.2067367415193502,0.08782932907342911,0.11901693046092987,0.7949832677841187,0.4037138521671295,0.20501672240802676,0.6846631629240325,5.0,48.0,14.0,50,0.2,0.20501672240802676,True,0.6626851409460105,0.8281282186508179,0.9446365634600321
