label,n_cells,same_label_edge_ratio,same_label_edge_ratio_weighted,is_minority_q25
0,294,0.05170068027210884,0.05170067399740219,True
1,320,0.0525,0.05249998718500137,False
2,560,0.09214285714285714,0.09214285016059875,False
3,876,0.13264840182648402,0.13264837861061096,False
4,353,0.04759206798866856,0.04759205877780914,False
5,319,0.05454545454545454,0.05454544723033905,True
6,607,0.09159802306425041,0.0915980115532875,False
7,341,0.05513196480938416,0.055131953209638596,False
8,338,0.052662721893491124,0.05266271159052849,False
9,509,0.07465618860510806,0.074656181037426,False
10,28,0.0,0.0,True
11,1945,0.2983033419023136,0.2983033061027527,False
