label,n_cells,same_label_edge_ratio,same_label_edge_ratio_weighted,is_minority_q25
0,22,1.0,1.0,False
1,17,1.0,1.0,True
2,37,1.0,1.0,False
3,26,0.046153846153846156,0.08412662148475647,False
4,7,0.17142857142857143,0.32472512125968933,True
5,17,0.9176470588235294,0.9544280767440796,True
6,54,1.0,1.0,False
7,42,1.0,1.0,False
8,40,1.0,1.0,False
9,15,0.92,0.9106666445732117,True
10,24,1.0,1.0,False
