label,n_cells,same_label_edge_ratio,same_label_edge_ratio_weighted,is_minority_q25
0,252,0.010317460317460317,0.010317458771169186,True
1,1091,0.04051329055912007,0.040513280779123306,False
2,792,0.03106060606060606,0.031060602515935898,False
3,558,0.023297491039426525,0.023297488689422607,False
4,535,0.02130841121495327,0.021308405324816704,False
5,817,0.033782129742962054,0.033782124519348145,False
6,398,0.01407035175879397,0.014070350676774979,True
7,2237,0.08529280286097451,0.08529279381036758,False
8,479,0.021711899791231733,0.02171189896762371,False
9,1372,0.04912536443148688,0.049125365912914276,False
10,553,0.022423146473779385,0.022423140704631805,False
11,1702,0.06839012925969448,0.0683901235461235,False
12,1759,0.06378624218305856,0.06378623843193054,False
13,313,0.014696485623003195,0.014696483500301838,True
14,48,0.004166666666666667,0.004166665952652693,True
15,2945,0.10940577249575552,0.1094057559967041,False
16,10888,0.40576781778104337,0.4057677388191223,False
17,91,0.006593406593406593,0.006593405734747648,True
