neighbor_backend,neighbor_k,effective_neighbor_count,edge_keep_rate,neighbor_similarity_mean,neighbor_similarity_std,mutual_ratio,snn_mean,snn_std,consensus_mean,consensus_std,fallback_rate,fallback_cell_rate,hubness_mean,hubness_max,hubness_p95,knn_pca_dim,snn_zero_row_fallback_rate,bad_edge_ratio_requested,bad_edge_ratio_observed,same_label_edge_ratio,same_label_edge_ratio_weighted,minority_class_neighbor_purity
snn_jaccard_weighted_knn,5,3.1686339378356934,0.6674020380292047,0.9476736783981323,0.046741921454668045,0.27528101691354134,0.11956539005041122,0.13537271320819855,0.11956539005041122,0.13537271320819855,0.04969009349721609,0.04969009349721609,5.0,63.0,17.0,50,0.04969009349721609,0.0,0.0,0.994999474734741,0.995827853679657,0.994877815246582
