dataset,method,seed,k,n_rare,rare_recall,big_recall,macro_f1,ari
Melanoma_5K,scname,seed_3047,9,3,0.33928571428571425,0.7060092585103493,0.5128293210418033,0.6269435738371831
Melanoma_5K,scname,seed_3407,9,3,0.9927536231884058,0.6832755880425879,0.6547595720906789,0.6033131114600848
Melanoma_5K,scname,seed_42,9,3,0.6178120617110799,0.655783063293984,0.5131024342081689,0.5549201391065738
Melanoma_5K,scvi,seed_3047,9,3,0.6257763975155279,0.6382635208931594,0.4860313576359756,0.48017653934396637
Melanoma_5K,scvi,seed_3407,9,3,0.5729312762973352,0.652021810893499,0.48547371417826807,0.5137636584165929
Melanoma_5K,scvi,seed_42,9,3,0.5240683229813664,0.6316106968405798,0.46271615801663735,0.502569933823664
Melanoma_5K,sczidesk,seed_3047,9,3,0.3333333333333333,0.7064275837874067,0.5139825630161012,0.6297529377283099
Melanoma_5K,sczidesk,seed_3407,9,3,0.6666666666666666,0.7196348268491057,0.6398999447106047,0.6450056632118811
Melanoma_5K,sczidesk,seed_42,9,3,0.6666666666666666,0.7195692423522922,0.6451731967526563,0.6429054049312345
Pollen,attentionae_sc,seed_3047,11,0,nan,0.7005250314073844,0.7048769890299945,0.8218647041657274
Pollen,attentionae_sc,seed_3407,11,0,nan,0.668586006821301,0.6469460961238349,0.7548884377261345
Pollen,attentionae_sc,seed_42,11,0,nan,0.6347189847189848,0.6316157407509957,0.7114444680971245
Pollen,dec,seed_3047,11,0,nan,0.7851433997155922,0.7569044717776681,0.6860325587160566
Pollen,dec,seed_3407,11,0,nan,0.788125508713744,0.7604207924248317,0.7882091468091585
Pollen,dec,seed_42,11,0,nan,0.7510801656523582,0.7516564211072532,0.7532832035337833
Pollen,genecompass,seed_3047,11,0,nan,0.8299053887289183,0.8176593521421108,0.9255287524626528
Pollen,genecompass,seed_3407,11,0,nan,0.8424516659810777,0.8138636975846277,0.922724910237251
Pollen,genecompass,seed_42,11,0,nan,0.8879062114356231,0.8777056277056278,0.9612950352812555
Pollen,geneformer,seed_3047,11,0,nan,0.8299053887289183,0.8176593521421108,0.9255287524626528
Pollen,geneformer,seed_3407,11,0,nan,0.8424516659810777,0.8138636975846277,0.922724910237251
Pollen,geneformer,seed_42,11,0,nan,0.8879062114356231,0.8777056277056278,0.9612950352812555
Pollen,leiden,seed_3047,11,0,nan,0.6941587823940765,0.6584263689526847,0.8485691107615406
Pollen,leiden,seed_3407,11,0,nan,0.725627313862608,0.6845954654173833,0.8864521004454455
Pollen,leiden,seed_42,11,0,nan,0.6916906622788975,0.6454796463870874,0.772806681430912
Pollen,louvain,seed_3047,11,0,nan,0.6941587823940765,0.6584263689526847,0.8485691107615406
Pollen,louvain,seed_3407,11,0,nan,0.725627313862608,0.6845954654173833,0.8864521004454455
Pollen,louvain,seed_42,11,0,nan,0.6916906622788975,0.6454796463870874,0.772806681430912
Pollen,pca_kmeans_known_k,seed_3047,11,0,nan,0.33916083916083917,0.26044330775788577,0.3774726373808455
Pollen,pca_kmeans_known_k,seed_3407,11,0,nan,0.5368161250514192,0.4637147798438121,0.6448360503054501
Pollen,pca_kmeans_known_k,seed_42,11,0,nan,0.45269436445907035,0.3777958795326411,0.3989785688892084
Pollen,sc3,seed_3047,11,0,nan,0.8882000352588587,0.887803100384044,0.9553784597312306
Pollen,sc3,seed_3407,11,0,nan,0.8882000352588587,0.887803100384044,0.9553784597312306
Pollen,sc3,seed_42,11,0,nan,0.8882000352588587,0.887803100384044,0.9553784597312306
Pollen,scanpy_standard,seed_3047,11,0,nan,0.7603866721513781,0.721680920705311,0.8970919098583355
Pollen,scanpy_standard,seed_3407,11,0,nan,0.7603866721513781,0.721680920705311,0.8970919098583355
Pollen,scanpy_standard,seed_42,11,0,nan,0.7603866721513781,0.721680920705311,0.8970919098583355
